Date,puffer_unscaled,puffer_monthly,isPartial,scale,puffer
2019-09-20,0,21.0,,0.21,0.0
2019-09-21,54,21.0,,0.21,11.34
2019-09-22,0,21.0,False,0.21,0.0
2019-09-23,0,21.0,,0.21,0.0
2019-09-24,41,21.0,,0.21,8.61
2019-09-25,0,21.0,,0.21,0.0
2019-09-26,44,21.0,,0.21,9.24
2019-09-27,0,21.0,,0.21,0.0
2019-09-28,54,21.0,,0.21,11.34
2019-09-29,0,0.0,False,0.0,0.0
2019-09-30,0,0.0,,0.0,0.0
2019-10-01,0,0.0,,0.0,0.0
2019-10-02,0,0.0,,0.0,0.0
2019-10-03,0,0.0,,0.0,0.0
2019-10-04,0,0.0,,0.0,0.0
2019-10-05,0,0.0,,0.0,0.0
2019-10-06,50,23.0,False,0.23,11.5
2019-10-07,0,23.0,,0.23,0.0
2019-10-08,98,23.0,,0.23,22.540000000000003
2019-10-09,0,23.0,,0.23,0.0
2019-10-10,0,23.0,,0.23,0.0
2019-10-11,0,23.0,,0.23,0.0
2019-10-12,0,23.0,,0.23,0.0
2019-10-13,49,42.0,False,0.42,20.58
2019-10-14,43,42.0,,0.42,18.06
2019-10-15,43,42.0,,0.42,18.06
2019-10-16,0,42.0,,0.42,0.0
2019-10-17,0,42.0,,0.42,0.0
2019-10-18,0,42.0,,0.42,0.0
2019-10-19,0,42.0,,0.42,0.0
2019-10-20,47,22.0,False,0.22,10.34
2019-10-21,0,22.0,,0.22,0.0
2019-10-22,0,22.0,,0.22,0.0
2019-10-23,0,22.0,,0.22,0.0
2019-10-24,46,22.0,,0.22,10.12
2019-10-25,0,22.0,,0.22,0.0
2019-10-26,0,22.0,,0.22,0.0
2019-10-27,59,23.0,False,0.23,13.57
2019-10-28,100,23.0,,0.23,23.0
2019-10-29,0,23.0,,0.23,0.0
2019-10-30,0,23.0,,0.23,0.0
2019-10-31,0,23.0,,0.23,0.0
2019-11-01,0,23.0,,0.23,0.0
2019-11-02,0,23.0,,0.23,0.0
2019-11-03,0,11.0,False,0.11,0.0
2019-11-04,0,11.0,,0.11,0.0
2019-11-05,0,11.0,,0.11,0.0
2019-11-06,0,11.0,,0.11,0.0
2019-11-07,0,11.0,,0.11,0.0
2019-11-08,0,11.0,,0.11,0.0
2019-11-09,0,11.0,,0.11,0.0
2019-11-10,0,21.0,False,0.21,0.0
2019-11-11,0,21.0,,0.21,0.0
2019-11-12,0,21.0,,0.21,0.0
2019-11-13,75,21.0,,0.21,15.75
2019-11-14,76,21.0,,0.21,15.959999999999999
2019-11-15,0,21.0,,0.21,0.0
2019-11-16,0,21.0,,0.21,0.0
2019-11-17,0,22.0,False,0.22,0.0
2019-11-18,0,22.0,,0.22,0.0
2019-11-19,75,22.0,,0.22,16.5
2019-11-20,0,22.0,,0.22,0.0
2019-11-21,0,22.0,,0.22,0.0
2019-11-22,0,22.0,,0.22,0.0
2019-11-23,0,22.0,,0.22,0.0
2019-11-24,0,22.0,False,0.22,0.0
2019-11-25,0,22.0,,0.22,0.0
2019-11-26,0,22.0,,0.22,0.0
2019-11-27,77,22.0,,0.22,16.94
2019-11-28,78,22.0,,0.22,17.16
2019-11-29,90,22.0,,0.22,19.8
2019-11-30,100,22.0,,0.22,22.0
2019-12-01,0,46.0,False,0.46,0.0
2019-12-02,73,46.0,,0.46,33.58
2019-12-03,0,46.0,,0.46,0.0
2019-12-04,78,46.0,,0.46,35.88
2019-12-05,0,46.0,,0.46,0.0
2019-12-06,0,46.0,,0.46,0.0
2019-12-07,100,46.0,,0.46,46.0
2019-12-08,0,12.0,False,0.12,0.0
2019-12-09,0,12.0,,0.12,0.0
2019-12-10,0,12.0,,0.12,0.0
2019-12-11,0,12.0,,0.12,0.0
2019-12-12,0,12.0,,0.12,0.0
2019-12-13,0,12.0,,0.12,0.0
2019-12-14,0,12.0,,0.12,0.0
2019-12-15,0,0.0,False,0.0,0.0
2019-12-16,0,0.0,,0.0,0.0
2019-12-17,0,0.0,,0.0,0.0
2019-12-18,0,0.0,,0.0,0.0
2019-12-19,84,0.0,,0.0,0.0
2019-12-20,0,0.0,,0.0,0.0
2019-12-21,0,0.0,,0.0,0.0
2019-12-22,0,13.0,False,0.13,0.0
2019-12-23,0,13.0,,0.13,0.0
2019-12-24,0,13.0,,0.13,0.0
2019-12-25,0,13.0,,0.13,0.0
2019-12-26,0,13.0,,0.13,0.0
2019-12-27,98,13.0,,0.13,12.74
2019-12-28,0,13.0,,0.13,0.0
2019-12-29,0,13.0,False,0.13,0.0
2019-12-30,0,13.0,,0.13,0.0
2019-12-31,0,13.0,,0.13,0.0
2020-01-01,0,13.0,,0.13,0.0
2020-01-02,0,13.0,,0.13,0.0
2020-01-03,51,13.0,,0.13,6.63
2020-01-04,0,13.0,,0.13,0.0
2020-01-05,91,34.0,False,0.34,30.94
2020-01-06,0,34.0,,0.34,0.0
2020-01-07,0,34.0,,0.34,0.0
2020-01-08,0,34.0,,0.34,0.0
2020-01-09,0,34.0,,0.34,0.0
2020-01-10,0,34.0,,0.34,0.0
2020-01-11,0,34.0,,0.34,0.0
2020-01-12,0,0.0,False,0.0,0.0
2020-01-13,0,0.0,,0.0,0.0
2020-01-14,0,0.0,,0.0,0.0
2020-01-15,0,0.0,,0.0,0.0
2020-01-16,0,0.0,,0.0,0.0
2020-01-17,0,0.0,,0.0,0.0
2020-01-18,0,0.0,,0.0,0.0
2020-01-19,0,0.0,False,0.0,0.0
2020-01-20,0,0.0,,0.0,0.0
2020-01-21,0,0.0,,0.0,0.0
2020-01-22,43,0.0,,0.0,0.0
2020-01-23,0,0.0,,0.0,0.0
2020-01-24,100,0.0,,0.0,0.0
2020-01-25,0,0.0,,0.0,0.0
2020-01-26,0,0.0,False,0.0,0.0
2020-01-27,0,0.0,,0.0,0.0
2020-01-28,0,0.0,,0.0,0.0
2020-01-29,0,0.0,,0.0,0.0
2020-01-30,0,0.0,,0.0,0.0
2020-01-31,48,0.0,,0.0,0.0
2020-02-01,0,0.0,,0.0,0.0
2020-02-02,0,11.0,False,0.11,0.0
2020-02-03,0,11.0,,0.11,0.0
2020-02-04,0,11.0,,0.11,0.0
2020-02-05,0,11.0,,0.11,0.0
2020-02-06,0,11.0,,0.11,0.0
2020-02-07,0,11.0,,0.11,0.0
2020-02-08,0,11.0,,0.11,0.0
2020-02-09,0,0.0,False,0.0,0.0
2020-02-10,0,0.0,,0.0,0.0
2020-02-11,81,0.0,,0.0,0.0
2020-02-12,0,0.0,,0.0,0.0
2020-02-13,0,0.0,,0.0,0.0
2020-02-14,0,0.0,,0.0,0.0
2020-02-15,100,0.0,,0.0,0.0
2020-02-16,0,10.0,False,0.1,0.0
2020-02-17,0,10.0,,0.1,0.0
2020-02-18,0,10.0,,0.1,0.0
2020-02-19,0,10.0,,0.1,0.0
2020-02-20,0,10.0,,0.1,0.0
2020-02-21,0,10.0,,0.1,0.0
2020-02-22,0,10.0,,0.1,0.0
2020-02-23,0,10.0,False,0.1,0.0
2020-02-24,0,10.0,,0.1,0.0
2020-02-25,0,10.0,,0.1,0.0
2020-02-26,0,10.0,,0.1,0.0
2020-02-27,81,10.0,,0.1,8.1
2020-02-28,0,10.0,,0.1,0.0
2020-02-29,0,10.0,,0.1,0.0
2020-03-01,0,0.0,False,0.0,0.0
2020-03-02,0,0.0,,0.0,0.0
2020-03-03,0,0.0,,0.0,0.0
2020-03-04,78,0.0,,0.0,0.0
2020-03-05,0,0.0,,0.0,0.0
2020-03-06,100,0.0,,0.0,0.0
2020-03-07,0,0.0,,0.0,0.0
2020-03-08,0,10.0,False,0.1,0.0
2020-03-09,0,10.0,,0.1,0.0
2020-03-10,0,10.0,,0.1,0.0
2020-03-11,0,10.0,,0.1,0.0
2020-03-12,0,10.0,,0.1,0.0
2020-03-13,0,10.0,,0.1,0.0
2020-03-14,0,10.0,,0.1,0.0
2020-03-15,88,19.0,False,0.19,16.72
2020-03-16,77,19.0,,0.19,14.63
2020-03-17,0,19.0,,0.19,0.0
2020-03-18,0,19.0,,0.19,0.0
2020-03-19,0,19.0,,0.19,0.0
2020-03-20,0,19.0,,0.19,0.0
2020-03-21,0,19.0,,0.19,0.0
2020-03-22,0,9.0,False,0.09,0.0
2020-03-23,0,9.0,,0.09,0.0
2020-03-24,0,9.0,,0.09,0.0
2020-03-25,0,9.0,,0.09,0.0
2020-03-26,0,9.0,,0.09,0.0
2020-03-27,0,9.0,,0.09,0.0
2020-03-28,0,9.0,,0.09,0.0
2020-03-29,0,0.0,False,0.0,0.0
2020-03-30,0,0.0,,0.0,0.0
2020-03-31,0,0.0,,0.0,0.0
2020-04-01,0,0.0,,0.0,0.0
2020-04-02,0,0.0,,0.0,0.0
2020-04-03,0,0.0,,0.0,0.0
2020-04-04,0,0.0,,0.0,0.0
2020-04-05,61,29.0,False,0.29,17.689999999999998
2020-04-06,56,29.0,,0.29,16.24
2020-04-07,0,29.0,,0.29,0.0
2020-04-08,0,29.0,,0.29,0.0
2020-04-09,0,29.0,,0.29,0.0
2020-04-10,0,29.0,,0.29,0.0
2020-04-11,65,29.0,,0.29,18.849999999999998
2020-04-12,63,46.0,False,0.46,28.98
2020-04-13,0,46.0,,0.46,0.0
2020-04-14,54,46.0,,0.46,24.84
2020-04-15,52,46.0,,0.46,23.92
2020-04-16,0,46.0,,0.46,0.0
2020-04-17,0,46.0,,0.46,0.0
2020-04-18,0,46.0,,0.46,0.0
2020-04-19,0,53.0,False,0.53,0.0
2020-04-20,51,53.0,,0.53,27.03
2020-04-21,53,53.0,,0.53,28.09
2020-04-22,53,53.0,,0.53,28.09
2020-04-23,100,53.0,,0.53,53.0
2020-04-24,56,53.0,,0.53,29.68
2020-04-25,61,53.0,,0.53,32.33
2020-04-26,0,35.0,False,0.35,0.0
2020-04-27,0,35.0,,0.35,0.0
2020-04-28,0,35.0,,0.35,0.0
2020-04-29,0,35.0,,0.35,0.0
2020-04-30,0,35.0,,0.35,0.0
2020-05-01,0,35.0,,0.35,0.0
2020-05-02,0,35.0,,0.35,0.0
2020-05-03,0,60.0,False,0.6,0.0
2020-05-04,0,60.0,,0.6,0.0
2020-05-05,100,60.0,,0.6,60.0
2020-05-06,25,60.0,,0.6,15.0
2020-05-07,0,60.0,,0.6,0.0
2020-05-08,29,60.0,,0.6,17.4
2020-05-09,63,60.0,,0.6,37.8
2020-05-10,29,81.0,False,0.81,23.490000000000002
2020-05-11,0,81.0,,0.81,0.0
2020-05-12,51,81.0,,0.81,41.31
2020-05-13,0,81.0,,0.81,0.0
2020-05-14,0,81.0,,0.81,0.0
2020-05-15,0,81.0,,0.81,0.0
2020-05-16,71,81.0,,0.81,57.510000000000005
2020-05-17,0,86.0,False,0.86,0.0
2020-05-18,27,86.0,,0.86,23.22
2020-05-19,0,86.0,,0.86,0.0
2020-05-20,27,86.0,,0.86,23.22
2020-05-21,0,86.0,,0.86,0.0
2020-05-22,62,86.0,,0.86,53.32
2020-05-23,34,86.0,,0.86,29.24
2020-05-24,86,90.0,False,0.9,77.4
2020-05-25,0,90.0,,0.9,0.0
2020-05-26,52,90.0,,0.9,46.800000000000004
2020-05-27,26,90.0,,0.9,23.400000000000002
2020-05-28,27,90.0,,0.9,24.3
2020-05-29,30,90.0,,0.9,27.0
2020-05-30,69,90.0,,0.9,62.1
2020-05-31,97,56.0,False,0.56,54.32000000000001
2020-06-01,23,56.0,,0.56,12.88
2020-06-02,21,56.0,,0.56,11.760000000000002
2020-06-03,21,56.0,,0.56,11.760000000000002
2020-06-04,21,56.0,,0.56,11.760000000000002
2020-06-05,0,56.0,,0.56,0.0
2020-06-06,28,56.0,,0.56,15.680000000000001
2020-06-07,24,65.0,False,0.65,15.600000000000001
2020-06-08,41,65.0,,0.65,26.650000000000002
2020-06-09,21,65.0,,0.65,13.65
2020-06-10,22,65.0,,0.65,14.3
2020-06-11,44,65.0,,0.65,28.6
2020-06-12,26,65.0,,0.65,16.900000000000002
2020-06-13,57,65.0,,0.65,37.050000000000004
2020-06-14,100,75.0,False,0.75,75.0
2020-06-15,23,75.0,,0.75,17.25
2020-06-16,22,75.0,,0.75,16.5
2020-06-17,0,75.0,,0.75,0.0
2020-06-18,0,75.0,,0.75,0.0
2020-06-19,26,75.0,,0.75,19.5
2020-06-20,29,75.0,,0.75,21.75
2020-06-21,0,38.0,False,0.38,0.0
2020-06-22,22,38.0,,0.38,8.36
2020-06-23,0,38.0,,0.38,0.0
2020-06-24,0,38.0,,0.38,0.0
2020-06-25,45,38.0,,0.38,17.1
2020-06-26,51,38.0,,0.38,19.38
2020-06-27,28,38.0,,0.38,10.64
2020-06-28,24,100.0,False,1.0,24.0
2020-06-29,0,100.0,,1.0,0.0
2020-06-30,0,100.0,,1.0,0.0
2020-07-01,52,100.0,,1.0,52.0
2020-07-02,27,100.0,,1.0,27.0
2020-07-03,30,100.0,,1.0,30.0
2020-07-04,0,100.0,,1.0,0.0
2020-07-05,28,96.0,False,0.96,26.88
2020-07-06,27,96.0,,0.96,25.919999999999998
2020-07-07,54,96.0,,0.96,51.839999999999996
2020-07-08,27,96.0,,0.96,25.919999999999998
2020-07-09,0,96.0,,0.96,0.0
2020-07-10,94,96.0,,0.96,90.24
2020-07-11,34,96.0,,0.96,32.64
2020-07-12,92,74.0,False,0.74,68.08
2020-07-13,27,74.0,,0.74,19.98
2020-07-14,27,74.0,,0.74,19.98
2020-07-15,0,74.0,,0.74,0.0
2020-07-16,0,74.0,,0.74,0.0
2020-07-17,0,74.0,,0.74,0.0
2020-07-18,100,74.0,,0.74,74.0
2020-07-19,0,90.0,False,0.9,0.0
2020-07-20,0,90.0,,0.9,0.0
2020-07-21,51,90.0,,0.9,45.9
2020-07-22,77,90.0,,0.9,69.3
2020-07-23,0,90.0,,0.9,0.0
2020-07-24,0,90.0,,0.9,0.0
2020-07-25,0,90.0,,0.9,0.0
2020-07-26,0,50.0,False,0.5,0.0
2020-07-27,26,50.0,,0.5,13.0
2020-07-28,51,50.0,,0.5,25.5
2020-07-29,26,50.0,,0.5,13.0
2020-07-30,0,50.0,,0.5,0.0
2020-07-31,30,50.0,,0.5,15.0
2020-08-01,0,50.0,,0.5,0.0
2020-08-02,40,29.0,False,0.29,11.6
2020-08-03,73,29.0,,0.29,21.169999999999998
2020-08-04,36,29.0,,0.29,10.44
2020-08-05,37,29.0,,0.29,10.729999999999999
2020-08-06,0,29.0,,0.29,0.0
2020-08-07,0,29.0,,0.29,0.0
2020-08-08,47,29.0,,0.29,13.629999999999999
2020-08-09,0,64.0,False,0.64,0.0
2020-08-10,0,64.0,,0.64,0.0
2020-08-11,0,64.0,,0.64,0.0
2020-08-12,0,64.0,,0.64,0.0
2020-08-13,0,64.0,,0.64,0.0
2020-08-14,0,64.0,,0.64,0.0
2020-08-15,0,64.0,,0.64,0.0
2020-08-16,37,18.0,False,0.18,6.66
2020-08-17,0,18.0,,0.18,0.0
2020-08-18,0,18.0,,0.18,0.0
2020-08-19,0,18.0,,0.18,0.0
2020-08-20,0,18.0,,0.18,0.0
2020-08-21,0,18.0,,0.18,0.0
2020-08-22,0,18.0,,0.18,0.0
2020-08-23,0,26.0,False,0.26,0.0
2020-08-24,32,26.0,,0.26,8.32
2020-08-25,0,26.0,,0.26,0.0
2020-08-26,34,26.0,,0.26,8.84
2020-08-27,100,26.0,,0.26,26.0
2020-08-28,0,26.0,,0.26,0.0
2020-08-29,80,26.0,,0.26,20.8
2020-08-30,0,19.0,False,0.19,0.0
2020-08-31,0,19.0,,0.19,0.0
2020-09-01,0,19.0,,0.19,0.0
2020-09-02,0,19.0,,0.19,0.0
2020-09-03,100,19.0,,0.19,19.0
2020-09-04,0,19.0,,0.19,0.0
2020-09-05,0,19.0,,0.19,0.0
2020-09-06,0,29.0,False,0.29,0.0
2020-09-07,49,29.0,,0.29,14.209999999999999
2020-09-08,0,29.0,,0.29,0.0
2020-09-09,0,29.0,,0.29,0.0
2020-09-10,0,29.0,,0.29,0.0
2020-09-11,0,29.0,,0.29,0.0
2020-09-12,0,29.0,,0.29,0.0
2020-09-13,56,19.0,False,0.19,10.64
2020-09-14,0,19.0,,0.19,0.0
2020-09-15,49,19.0,,0.19,9.31
2020-09-16,0,19.0,,0.19,0.0
2020-09-17,0,19.0,,0.19,0.0
2020-09-18,0,19.0,,0.19,0.0
2020-09-19,0,19.0,,0.19,0.0
2020-09-20,0,10.0,False,0.1,0.0
2020-09-21,0,10.0,,0.1,0.0
2020-09-22,0,10.0,,0.1,0.0
2020-09-23,49,10.0,,0.1,4.9
2020-09-24,0,10.0,,0.1,0.0
2020-09-25,0,10.0,,0.1,0.0
2020-09-26,0,10.0,,0.1,0.0
2020-09-27,0,22.0,False,0.22,0.0
2020-09-28,0,22.0,,0.22,0.0
2020-09-29,0,22.0,,0.22,0.0
2020-09-30,59,22.0,,0.22,12.98
2020-10-01,40,22.0,,0.22,8.8
2020-10-02,0,22.0,,0.22,0.0
2020-10-03,0,22.0,,0.22,0.0
2020-10-04,0,0.0,False,0.0,0.0
2020-10-05,0,0.0,,0.0,0.0
2020-10-06,0,0.0,,0.0,0.0
2020-10-07,0,0.0,,0.0,0.0
2020-10-08,0,0.0,,0.0,0.0
2020-10-09,49,0.0,,0.0,0.0
2020-10-10,0,0.0,,0.0,0.0
2020-10-11,0,37.0,False,0.37,0.0
2020-10-12,0,37.0,,0.37,0.0
2020-10-13,0,37.0,,0.37,0.0
2020-10-14,46,37.0,,0.37,17.02
2020-10-15,0,37.0,,0.37,0.0
2020-10-16,0,37.0,,0.37,0.0
2020-10-17,51,37.0,,0.37,18.87
2020-10-18,0,12.0,False,0.12,0.0
2020-10-19,0,12.0,,0.12,0.0
2020-10-20,45,12.0,,0.12,5.3999999999999995
2020-10-21,0,12.0,,0.12,0.0
2020-10-22,0,12.0,,0.12,0.0
2020-10-23,0,12.0,,0.12,0.0
2020-10-24,0,12.0,,0.12,0.0
2020-10-25,0,13.0,False,0.13,0.0
2020-10-26,0,13.0,,0.13,0.0
2020-10-27,0,13.0,,0.13,0.0
2020-10-28,0,13.0,,0.13,0.0
2020-10-29,0,13.0,,0.13,0.0
2020-10-30,0,13.0,,0.13,0.0
2020-10-31,100,13.0,,0.13,13.0
2020-11-01,0,11.0,False,0.11,0.0
2020-11-02,0,11.0,,0.11,0.0
2020-11-03,49,11.0,,0.11,5.39
2020-11-04,40,11.0,,0.11,4.4
2020-11-05,0,11.0,,0.11,0.0
2020-11-06,0,11.0,,0.11,0.0
2020-11-07,0,11.0,,0.11,0.0
2020-11-08,0,25.0,False,0.25,0.0
2020-11-09,0,25.0,,0.25,0.0
2020-11-10,100,25.0,,0.25,25.0
2020-11-11,0,25.0,,0.25,0.0
2020-11-12,0,25.0,,0.25,0.0
2020-11-13,0,25.0,,0.25,0.0
2020-11-14,0,25.0,,0.25,0.0
2020-11-15,0,25.0,False,0.25,0.0
2020-11-16,0,25.0,,0.25,0.0
2020-11-17,0,25.0,,0.25,0.0
2020-11-18,0,25.0,,0.25,0.0
2020-11-19,0,25.0,,0.25,0.0
2020-11-20,0,25.0,,0.25,0.0
2020-11-21,0,25.0,,0.25,0.0
2020-11-22,0,48.0,False,0.48,0.0
2020-11-23,50,48.0,,0.48,24.0
2020-11-24,0,48.0,,0.48,0.0
2020-11-25,47,48.0,,0.48,22.56
2020-11-26,0,48.0,,0.48,0.0
2020-11-27,56,48.0,,0.48,26.88
2020-11-28,0,48.0,,0.48,0.0
2020-11-29,0,24.0,False,0.24,0.0
2020-11-30,0,24.0,,0.24,0.0
2020-12-01,77,24.0,,0.24,18.48
2020-12-02,0,24.0,,0.24,0.0
2020-12-03,79,24.0,,0.24,18.96
2020-12-04,0,24.0,,0.24,0.0
2020-12-05,0,24.0,,0.24,0.0
2020-12-06,86,25.0,False,0.25,21.5
2020-12-07,0,25.0,,0.25,0.0
2020-12-08,0,25.0,,0.25,0.0
2020-12-09,0,25.0,,0.25,0.0
2020-12-10,0,25.0,,0.25,0.0
2020-12-11,0,25.0,,0.25,0.0
2020-12-12,0,25.0,,0.25,0.0
2020-12-13,0,38.0,False,0.38,0.0
2020-12-14,0,38.0,,0.38,0.0
2020-12-15,0,38.0,,0.38,0.0
2020-12-16,81,38.0,,0.38,30.78
2020-12-17,0,38.0,,0.38,0.0
2020-12-18,0,38.0,,0.38,0.0
2020-12-19,0,38.0,,0.38,0.0
2020-12-20,0,27.0,False,0.27,0.0
2020-12-21,78,27.0,,0.27,21.060000000000002
2020-12-22,0,27.0,,0.27,0.0
2020-12-23,83,27.0,,0.27,22.41
2020-12-24,0,27.0,,0.27,0.0
2020-12-25,0,27.0,,0.27,0.0
2020-12-26,94,27.0,,0.27,25.380000000000003
2020-12-27,0,42.0,False,0.42,0.0
2020-12-28,92,42.0,,0.42,38.64
2020-12-29,86,42.0,,0.42,36.12
2020-12-30,0,42.0,,0.42,0.0
2020-12-31,100,42.0,,0.42,42.0
2021-01-01,0,42.0,,0.42,0.0
2021-01-02,60,42.0,,0.42,25.2
2021-01-03,0,13.0,False,0.13,0.0
2021-01-04,0,13.0,,0.13,0.0
2021-01-05,0,13.0,,0.13,0.0
2021-01-06,0,13.0,,0.13,0.0
2021-01-07,100,13.0,,0.13,13.0
2021-01-08,0,13.0,,0.13,0.0
2021-01-09,60,13.0,,0.13,7.800000000000001
2021-01-10,0,12.0,False,0.12,0.0
2021-01-11,0,12.0,,0.12,0.0
2021-01-12,50,12.0,,0.12,6.0
2021-01-13,0,12.0,,0.12,0.0
2021-01-14,0,12.0,,0.12,0.0
2021-01-15,55,12.0,,0.12,6.6
2021-01-16,60,12.0,,0.12,7.199999999999999
2021-01-17,0,12.0,False,0.12,0.0
2021-01-18,48,12.0,,0.12,5.76
2021-01-19,0,12.0,,0.12,0.0
2021-01-20,0,12.0,,0.12,0.0
2021-01-21,0,12.0,,0.12,0.0
2021-01-22,0,12.0,,0.12,0.0
2021-01-23,0,12.0,,0.12,0.0
2021-01-24,0,12.0,False,0.12,0.0
2021-01-25,0,12.0,,0.12,0.0
2021-01-26,0,12.0,,0.12,0.0
2021-01-27,0,12.0,,0.12,0.0
2021-01-28,0,12.0,,0.12,0.0
2021-01-29,57,12.0,,0.12,6.84
2021-01-30,66,12.0,,0.12,7.92
2021-01-31,0,25.0,False,0.25,0.0
