Date,damp_unscaled,damp_monthly,isPartial,scale,damp
2019-11-23,0,0.0,,0.0,0.0
2019-11-24,0,19.0,False,0.19,0.0
2019-11-25,100,19.0,,0.19,19.0
2019-11-26,100,19.0,,0.19,19.0
2019-11-27,0,19.0,,0.19,0.0
2019-11-28,0,19.0,,0.19,0.0
2019-11-29,0,19.0,,0.19,0.0
2019-11-30,0,19.0,,0.19,0.0
2019-12-01,0,0.0,False,0.0,0.0
2019-12-02,0,0.0,,0.0,0.0
2019-12-03,84,0.0,,0.0,0.0
2019-12-04,0,0.0,,0.0,0.0
2019-12-05,0,0.0,,0.0,0.0
2019-12-06,0,0.0,,0.0,0.0
2019-12-07,0,0.0,,0.0,0.0
2019-12-08,0,20.0,False,0.2,0.0
2019-12-09,0,20.0,,0.2,0.0
2019-12-10,0,20.0,,0.2,0.0
2019-12-11,0,20.0,,0.2,0.0
2019-12-12,0,20.0,,0.2,0.0
2019-12-13,100,20.0,,0.2,20.0
2019-12-14,0,20.0,,0.2,0.0
2019-12-15,0,0.0,False,0.0,0.0
2019-12-16,0,0.0,,0.0,0.0
2019-12-17,0,0.0,,0.0,0.0
2019-12-18,0,0.0,,0.0,0.0
2019-12-19,0,0.0,,0.0,0.0
2019-12-20,0,0.0,,0.0,0.0
2019-12-21,0,0.0,,0.0,0.0
2019-12-22,0,0.0,False,0.0,0.0
2019-12-23,0,0.0,,0.0,0.0
2019-12-24,0,0.0,,0.0,0.0
2019-12-25,0,0.0,,0.0,0.0
2019-12-26,0,0.0,,0.0,0.0
2019-12-27,0,0.0,,0.0,0.0
2019-12-28,0,0.0,,0.0,0.0
2019-12-29,0,23.0,False,0.23,0.0
2019-12-30,0,23.0,,0.23,0.0
2019-12-31,0,23.0,,0.23,0.0
2020-01-01,0,23.0,,0.23,0.0
2020-01-02,0,23.0,,0.23,0.0
2020-01-03,0,23.0,,0.23,0.0
2020-01-04,0,23.0,,0.23,0.0
2020-01-05,99,39.0,False,0.39,38.61
2020-01-06,0,39.0,,0.39,0.0
2020-01-07,0,39.0,,0.39,0.0
2020-01-08,0,39.0,,0.39,0.0
2020-01-09,0,39.0,,0.39,0.0
2020-01-10,0,39.0,,0.39,0.0
2020-01-11,0,39.0,,0.39,0.0
2020-01-12,0,18.0,False,0.18,0.0
2020-01-13,89,18.0,,0.18,16.02
2020-01-14,0,18.0,,0.18,0.0
2020-01-15,0,18.0,,0.18,0.0
2020-01-16,0,18.0,,0.18,0.0
2020-01-17,0,18.0,,0.18,0.0
2020-01-18,0,18.0,,0.18,0.0
2020-01-19,0,0.0,False,0.0,0.0
2020-01-20,0,0.0,,0.0,0.0
2020-01-21,0,0.0,,0.0,0.0
2020-01-22,0,0.0,,0.0,0.0
2020-01-23,0,0.0,,0.0,0.0
2020-01-24,0,0.0,,0.0,0.0
2020-01-25,0,0.0,,0.0,0.0
2020-01-26,0,19.0,False,0.19,0.0
2020-01-27,100,19.0,,0.19,19.0
2020-01-28,0,19.0,,0.19,0.0
2020-01-29,0,19.0,,0.19,0.0
2020-01-30,0,19.0,,0.19,0.0
2020-01-31,0,19.0,,0.19,0.0
2020-02-01,100,19.0,,0.19,19.0
2020-02-02,0,0.0,False,0.0,0.0
2020-02-03,0,0.0,,0.0,0.0
2020-02-04,0,0.0,,0.0,0.0
2020-02-05,0,0.0,,0.0,0.0
2020-02-06,0,0.0,,0.0,0.0
2020-02-07,0,0.0,,0.0,0.0
2020-02-08,0,0.0,,0.0,0.0
2020-02-09,0,0.0,False,0.0,0.0
2020-02-10,0,0.0,,0.0,0.0
2020-02-11,0,0.0,,0.0,0.0
2020-02-12,0,0.0,,0.0,0.0
2020-02-13,80,0.0,,0.0,0.0
2020-02-14,0,0.0,,0.0,0.0
2020-02-15,0,0.0,,0.0,0.0
2020-02-16,0,18.0,False,0.18,0.0
2020-02-17,0,18.0,,0.18,0.0
2020-02-18,0,18.0,,0.18,0.0
2020-02-19,75,18.0,,0.18,13.5
2020-02-20,80,18.0,,0.18,14.399999999999999
2020-02-21,0,18.0,,0.18,0.0
2020-02-22,0,18.0,,0.18,0.0
2020-02-23,0,18.0,False,0.18,0.0
2020-02-24,0,18.0,,0.18,0.0
2020-02-25,78,18.0,,0.18,14.04
2020-02-26,0,18.0,,0.18,0.0
2020-02-27,0,18.0,,0.18,0.0
2020-02-28,0,18.0,,0.18,0.0
2020-02-29,0,18.0,,0.18,0.0
2020-03-01,0,18.0,False,0.18,0.0
2020-03-02,0,18.0,,0.18,0.0
2020-03-03,0,18.0,,0.18,0.0
2020-03-04,0,18.0,,0.18,0.0
2020-03-05,0,18.0,,0.18,0.0
2020-03-06,100,18.0,,0.18,18.0
2020-03-07,0,18.0,,0.18,0.0
2020-03-08,88,35.0,False,0.35,30.799999999999997
2020-03-09,0,35.0,,0.35,0.0
2020-03-10,0,35.0,,0.35,0.0
2020-03-11,0,35.0,,0.35,0.0
2020-03-12,0,35.0,,0.35,0.0
2020-03-13,0,35.0,,0.35,0.0
2020-03-14,0,35.0,,0.35,0.0
2020-03-15,0,33.0,False,0.33,0.0
2020-03-16,0,33.0,,0.33,0.0
2020-03-17,0,33.0,,0.33,0.0
2020-03-18,0,33.0,,0.33,0.0
2020-03-19,0,33.0,,0.33,0.0
2020-03-20,86,33.0,,0.33,28.380000000000003
2020-03-21,0,33.0,,0.33,0.0
2020-03-22,0,16.0,False,0.16,0.0
2020-03-23,0,16.0,,0.16,0.0
2020-03-24,0,16.0,,0.16,0.0
2020-03-25,0,16.0,,0.16,0.0
2020-03-26,0,16.0,,0.16,0.0
2020-03-27,0,16.0,,0.16,0.0
2020-03-28,0,16.0,,0.16,0.0
2020-03-29,0,17.0,False,0.17,0.0
2020-03-30,0,17.0,,0.17,0.0
2020-03-31,0,17.0,,0.17,0.0
2020-04-01,0,17.0,,0.17,0.0
2020-04-02,0,17.0,,0.17,0.0
2020-04-03,0,17.0,,0.17,0.0
2020-04-04,0,17.0,,0.17,0.0
2020-04-05,0,0.0,False,0.0,0.0
2020-04-06,0,0.0,,0.0,0.0
2020-04-07,0,0.0,,0.0,0.0
2020-04-08,0,0.0,,0.0,0.0
2020-04-09,0,0.0,,0.0,0.0
2020-04-10,0,0.0,,0.0,0.0
2020-04-11,0,0.0,,0.0,0.0
2020-04-12,0,16.0,False,0.16,0.0
2020-04-13,0,16.0,,0.16,0.0
2020-04-14,0,16.0,,0.16,0.0
2020-04-15,0,16.0,,0.16,0.0
2020-04-16,0,16.0,,0.16,0.0
2020-04-17,0,16.0,,0.16,0.0
2020-04-18,0,16.0,,0.16,0.0
2020-04-19,100,15.0,False,0.15,15.0
2020-04-20,0,15.0,,0.15,0.0
2020-04-21,0,15.0,,0.15,0.0
2020-04-22,0,15.0,,0.15,0.0
2020-04-23,0,15.0,,0.15,0.0
2020-04-24,0,15.0,,0.15,0.0
2020-04-25,0,15.0,,0.15,0.0
2020-04-26,0,15.0,False,0.15,0.0
2020-04-27,0,15.0,,0.15,0.0
2020-04-28,89,15.0,,0.15,13.35
2020-04-29,0,15.0,,0.15,0.0
2020-04-30,0,15.0,,0.15,0.0
2020-05-01,58,15.0,,0.15,8.7
2020-05-02,0,15.0,,0.15,0.0
2020-05-03,0,59.0,False,0.59,0.0
2020-05-04,50,59.0,,0.59,29.5
2020-05-05,0,59.0,,0.59,0.0
2020-05-06,100,59.0,,0.59,59.0
2020-05-07,0,59.0,,0.59,0.0
2020-05-08,0,59.0,,0.59,0.0
2020-05-09,0,59.0,,0.59,0.0
2020-05-10,0,46.0,False,0.46,0.0
2020-05-11,0,46.0,,0.46,0.0
2020-05-12,50,46.0,,0.46,23.0
2020-05-13,0,46.0,,0.46,0.0
2020-05-14,0,46.0,,0.46,0.0
2020-05-15,0,46.0,,0.46,0.0
2020-05-16,0,46.0,,0.46,0.0
2020-05-17,0,16.0,False,0.16,0.0
2020-05-18,0,16.0,,0.16,0.0
2020-05-19,0,16.0,,0.16,0.0
2020-05-20,0,16.0,,0.16,0.0
2020-05-21,0,16.0,,0.16,0.0
2020-05-22,0,16.0,,0.16,0.0
2020-05-23,0,16.0,,0.16,0.0
2020-05-24,56,62.0,False,0.62,34.72
2020-05-25,51,62.0,,0.62,31.62
2020-05-26,0,62.0,,0.62,0.0
2020-05-27,0,62.0,,0.62,0.0
2020-05-28,0,62.0,,0.62,0.0
2020-05-29,0,62.0,,0.62,0.0
2020-05-30,0,62.0,,0.62,0.0
2020-05-31,0,0.0,False,0.0,0.0
2020-06-01,83,0.0,,0.0,0.0
2020-06-02,0,0.0,,0.0,0.0
2020-06-03,74,0.0,,0.0,0.0
2020-06-04,0,0.0,,0.0,0.0
2020-06-05,0,0.0,,0.0,0.0
2020-06-06,0,0.0,,0.0,0.0
2020-06-07,86,32.0,False,0.32,27.52
2020-06-08,0,32.0,,0.32,0.0
2020-06-09,0,32.0,,0.32,0.0
2020-06-10,0,32.0,,0.32,0.0
2020-06-11,79,32.0,,0.32,25.28
2020-06-12,0,32.0,,0.32,0.0
2020-06-13,0,32.0,,0.32,0.0
2020-06-14,0,32.0,False,0.32,0.0
2020-06-15,0,32.0,,0.32,0.0
2020-06-16,0,32.0,,0.32,0.0
2020-06-17,0,32.0,,0.32,0.0
2020-06-18,0,32.0,,0.32,0.0
2020-06-19,0,32.0,,0.32,0.0
2020-06-20,0,32.0,,0.32,0.0
2020-06-21,0,65.0,False,0.65,0.0
2020-06-22,0,65.0,,0.65,0.0
2020-06-23,78,65.0,,0.65,50.7
2020-06-24,0,65.0,,0.65,0.0
2020-06-25,80,65.0,,0.65,52.0
2020-06-26,0,65.0,,0.65,0.0
2020-06-27,100,65.0,,0.65,65.0
2020-06-28,0,17.0,False,0.17,0.0
2020-06-29,0,17.0,,0.17,0.0
2020-06-30,0,17.0,,0.17,0.0
2020-07-01,0,17.0,,0.17,0.0
2020-07-02,0,17.0,,0.17,0.0
2020-07-03,0,17.0,,0.17,0.0
2020-07-04,0,17.0,,0.17,0.0
2020-07-05,0,18.0,False,0.18,0.0
2020-07-06,0,18.0,,0.18,0.0
2020-07-07,0,18.0,,0.18,0.0
2020-07-08,82,18.0,,0.18,14.76
2020-07-09,0,18.0,,0.18,0.0
2020-07-10,0,18.0,,0.18,0.0
2020-07-11,0,18.0,,0.18,0.0
2020-07-12,0,18.0,False,0.18,0.0
2020-07-13,0,18.0,,0.18,0.0
2020-07-14,0,18.0,,0.18,0.0
2020-07-15,0,18.0,,0.18,0.0
2020-07-16,0,18.0,,0.18,0.0
2020-07-17,91,18.0,,0.18,16.38
2020-07-18,0,18.0,,0.18,0.0
2020-07-19,0,34.0,False,0.34,0.0
2020-07-20,0,34.0,,0.34,0.0
2020-07-21,76,34.0,,0.34,25.840000000000003
2020-07-22,0,34.0,,0.34,0.0
2020-07-23,0,34.0,,0.34,0.0
2020-07-24,91,34.0,,0.34,30.94
2020-07-25,100,34.0,,0.34,34.0
2020-07-26,0,0.0,False,0.0,0.0
2020-07-27,0,0.0,,0.0,0.0
2020-07-28,0,0.0,,0.0,0.0
2020-07-29,0,0.0,,0.0,0.0
2020-07-30,0,0.0,,0.0,0.0
2020-07-31,0,0.0,,0.0,0.0
2020-08-01,0,0.0,,0.0,0.0
2020-08-02,0,33.0,False,0.33,0.0
2020-08-03,0,33.0,,0.33,0.0
2020-08-04,0,33.0,,0.33,0.0
2020-08-05,90,33.0,,0.33,29.700000000000003
2020-08-06,89,33.0,,0.33,29.37
2020-08-07,0,33.0,,0.33,0.0
2020-08-08,0,33.0,,0.33,0.0
2020-08-09,100,31.0,False,0.31,31.0
2020-08-10,0,31.0,,0.31,0.0
2020-08-11,80,31.0,,0.31,24.8
2020-08-12,0,31.0,,0.31,0.0
2020-08-13,84,31.0,,0.31,26.04
2020-08-14,0,31.0,,0.31,0.0
2020-08-15,0,31.0,,0.31,0.0
2020-08-16,0,30.0,False,0.3,0.0
2020-08-17,0,30.0,,0.3,0.0
2020-08-18,81,30.0,,0.3,24.3
2020-08-19,0,30.0,,0.3,0.0
2020-08-20,80,30.0,,0.3,24.0
2020-08-21,0,30.0,,0.3,0.0
2020-08-22,0,30.0,,0.3,0.0
2020-08-23,0,15.0,False,0.15,0.0
2020-08-24,0,15.0,,0.15,0.0
2020-08-25,0,15.0,,0.15,0.0
2020-08-26,82,15.0,,0.15,12.299999999999999
2020-08-27,82,15.0,,0.15,12.299999999999999
2020-08-28,0,15.0,,0.15,0.0
2020-08-29,0,15.0,,0.15,0.0
2020-08-30,0,16.0,False,0.16,0.0
2020-08-31,0,16.0,,0.16,0.0
2020-09-01,0,16.0,,0.16,0.0
2020-09-02,0,16.0,,0.16,0.0
2020-09-03,0,16.0,,0.16,0.0
2020-09-04,57,16.0,,0.16,9.120000000000001
2020-09-05,0,16.0,,0.16,0.0
2020-09-06,0,17.0,False,0.17,0.0
2020-09-07,0,17.0,,0.17,0.0
2020-09-08,0,17.0,,0.17,0.0
2020-09-09,0,17.0,,0.17,0.0
2020-09-10,50,17.0,,0.17,8.5
2020-09-11,0,17.0,,0.17,0.0
2020-09-12,0,17.0,,0.17,0.0
2020-09-13,0,16.0,False,0.16,0.0
2020-09-14,0,16.0,,0.16,0.0
2020-09-15,0,16.0,,0.16,0.0
2020-09-16,100,16.0,,0.16,16.0
2020-09-17,0,16.0,,0.16,0.0
2020-09-18,0,16.0,,0.16,0.0
2020-09-19,0,16.0,,0.16,0.0
2020-09-20,0,17.0,False,0.17,0.0
2020-09-21,0,17.0,,0.17,0.0
2020-09-22,0,17.0,,0.17,0.0
2020-09-23,0,17.0,,0.17,0.0
2020-09-24,0,17.0,,0.17,0.0
2020-09-25,62,17.0,,0.17,10.540000000000001
2020-09-26,0,17.0,,0.17,0.0
2020-09-27,0,19.0,False,0.19,0.0
2020-09-28,0,19.0,,0.19,0.0
2020-09-29,0,19.0,,0.19,0.0
2020-09-30,0,19.0,,0.19,0.0
2020-10-01,0,19.0,,0.19,0.0
2020-10-02,0,19.0,,0.19,0.0
2020-10-03,0,19.0,,0.19,0.0
2020-10-04,0,0.0,False,0.0,0.0
2020-10-05,0,0.0,,0.0,0.0
2020-10-06,0,0.0,,0.0,0.0
2020-10-07,0,0.0,,0.0,0.0
2020-10-08,0,0.0,,0.0,0.0
2020-10-09,0,0.0,,0.0,0.0
2020-10-10,0,0.0,,0.0,0.0
2020-10-11,0,0.0,False,0.0,0.0
2020-10-12,95,0.0,,0.0,0.0
2020-10-13,0,0.0,,0.0,0.0
2020-10-14,0,0.0,,0.0,0.0
2020-10-15,0,0.0,,0.0,0.0
2020-10-16,0,0.0,,0.0,0.0
2020-10-17,0,0.0,,0.0,0.0
2020-10-18,0,43.0,False,0.43,0.0
2020-10-19,0,43.0,,0.43,0.0
2020-10-20,100,43.0,,0.43,43.0
2020-10-21,0,43.0,,0.43,0.0
2020-10-22,0,43.0,,0.43,0.0
2020-10-23,0,43.0,,0.43,0.0
2020-10-24,0,43.0,,0.43,0.0
2020-10-25,0,0.0,False,0.0,0.0
2020-10-26,0,0.0,,0.0,0.0
2020-10-27,0,0.0,,0.0,0.0
2020-10-28,0,0.0,,0.0,0.0
2020-10-29,0,0.0,,0.0,0.0
2020-10-30,0,0.0,,0.0,0.0
2020-10-31,0,0.0,,0.0,0.0
2020-12-01,0,0.0,,0.0,0.0
2020-12-02,82,0.0,,0.0,0.0
2020-12-03,0,0.0,,0.0,0.0
2020-12-04,0,0.0,,0.0,0.0
2020-12-05,0,0.0,,0.0,0.0
2020-12-06,94,0.0,False,0.0,0.0
2020-12-07,0,0.0,,0.0,0.0
2020-12-08,0,0.0,,0.0,0.0
2020-12-09,0,0.0,,0.0,0.0
2020-12-10,0,0.0,,0.0,0.0
2020-12-11,0,0.0,,0.0,0.0
2020-12-12,0,0.0,,0.0,0.0
2020-12-13,0,43.0,False,0.43,0.0
2020-12-14,0,43.0,,0.43,0.0
2020-12-15,0,43.0,,0.43,0.0
2020-12-16,0,43.0,,0.43,0.0
2020-12-17,0,43.0,,0.43,0.0
2020-12-18,0,43.0,,0.43,0.0
2020-12-19,0,43.0,,0.43,0.0
2020-12-20,0,0.0,False,0.0,0.0
2020-12-21,0,0.0,,0.0,0.0
2020-12-22,0,0.0,,0.0,0.0
2020-12-23,0,0.0,,0.0,0.0
2020-12-24,0,0.0,,0.0,0.0
2020-12-25,0,0.0,,0.0,0.0
2020-12-26,0,0.0,,0.0,0.0
2020-12-27,0,0.0,False,0.0,0.0
2020-12-28,100,0.0,,0.0,0.0
2020-12-29,0,0.0,,0.0,0.0
2020-12-30,0,0.0,,0.0,0.0
2020-12-31,0,0.0,,0.0,0.0
2021-01-01,0,0.0,,0.0,0.0
2021-01-02,0,0.0,,0.0,0.0
2021-01-03,0,0.0,False,0.0,0.0
2021-01-04,0,0.0,,0.0,0.0
2021-01-05,0,0.0,,0.0,0.0
2021-01-06,0,0.0,,0.0,0.0
2021-01-07,0,0.0,,0.0,0.0
2021-01-08,0,0.0,,0.0,0.0
2021-01-09,0,0.0,,0.0,0.0
2021-01-10,0,0.0,False,0.0,0.0
2021-01-11,0,0.0,,0.0,0.0
2021-01-12,0,0.0,,0.0,0.0
2021-01-13,100,0.0,,0.0,0.0
2021-01-14,98,0.0,,0.0,0.0
2021-01-15,0,0.0,,0.0,0.0
2021-01-16,0,0.0,,0.0,0.0
2021-01-17,0,20.0,False,0.2,0.0
2021-01-18,0,20.0,,0.2,0.0
2021-01-19,94,20.0,,0.2,18.8
2021-01-20,0,20.0,,0.2,0.0
2021-01-21,0,20.0,,0.2,0.0
2021-01-22,0,20.0,,0.2,0.0
2021-01-23,0,20.0,,0.2,0.0
2021-01-24,0,0.0,False,0.0,0.0
2021-01-25,0,0.0,,0.0,0.0
2021-01-26,0,0.0,,0.0,0.0
2021-01-27,0,0.0,,0.0,0.0
2021-01-28,0,0.0,,0.0,0.0
2021-01-29,0,0.0,,0.0,0.0
2021-01-30,0,0.0,,0.0,0.0
2021-01-31,0,21.0,False,0.21,0.0
