Date,fungus_unscaled,fungus_monthly,isPartial,scale,fungus
2019-09-17,29,39.0,,0.39,11.31
2019-09-18,0,39.0,,0.39,0.0
2019-09-19,30,39.0,,0.39,11.700000000000001
2019-09-20,34,39.0,,0.39,13.26
2019-09-21,0,39.0,,0.39,0.0
2019-09-22,100,39.0,False,0.39,39.0
2019-09-23,0,39.0,,0.39,0.0
2019-09-24,29,39.0,,0.39,11.31
2019-09-25,0,39.0,,0.39,0.0
2019-09-26,0,39.0,,0.39,0.0
2019-09-27,36,39.0,,0.39,14.040000000000001
2019-09-28,37,39.0,,0.39,14.43
2019-09-29,34,14.0,False,0.14,4.760000000000001
2019-09-30,0,14.0,,0.14,0.0
2019-10-01,0,14.0,,0.14,0.0
2019-10-02,0,14.0,,0.14,0.0
2019-10-03,43,14.0,,0.14,6.0200000000000005
2019-10-04,100,14.0,,0.14,14.000000000000002
2019-10-05,51,14.0,,0.14,7.140000000000001
2019-10-06,0,0.0,False,0.0,0.0
2019-10-07,0,0.0,,0.0,0.0
2019-10-08,0,0.0,,0.0,0.0
2019-10-09,0,0.0,,0.0,0.0
2019-10-10,0,0.0,,0.0,0.0
2019-10-11,0,0.0,,0.0,0.0
2019-10-12,0,0.0,,0.0,0.0
2019-10-13,0,39.0,False,0.39,0.0
2019-10-14,0,39.0,,0.39,0.0
2019-10-15,0,39.0,,0.39,0.0
2019-10-16,40,39.0,,0.39,15.600000000000001
2019-10-17,0,39.0,,0.39,0.0
2019-10-18,0,39.0,,0.39,0.0
2019-10-19,47,39.0,,0.39,18.330000000000002
2019-10-20,43,26.0,False,0.26,11.18
2019-10-21,39,26.0,,0.26,10.14
2019-10-22,0,26.0,,0.26,0.0
2019-10-23,0,26.0,,0.26,0.0
2019-10-24,0,26.0,,0.26,0.0
2019-10-25,0,26.0,,0.26,0.0
2019-10-26,0,26.0,,0.26,0.0
2019-10-27,0,14.0,False,0.14,0.0
2019-10-28,44,14.0,,0.14,6.16
2019-10-29,0,14.0,,0.14,0.0
2019-10-30,0,14.0,,0.14,0.0
2019-10-31,0,14.0,,0.14,0.0
2019-11-01,0,14.0,,0.14,0.0
2019-11-02,0,14.0,,0.14,0.0
2019-11-03,55,52.0,False,0.52,28.6
2019-11-04,0,52.0,,0.52,0.0
2019-11-05,48,52.0,,0.52,24.96
2019-11-06,0,52.0,,0.52,0.0
2019-11-07,49,52.0,,0.52,25.48
2019-11-08,0,52.0,,0.52,0.0
2019-11-09,0,52.0,,0.52,0.0
2019-11-10,0,26.0,False,0.26,0.0
2019-11-11,0,26.0,,0.26,0.0
2019-11-12,0,26.0,,0.26,0.0
2019-11-13,47,26.0,,0.26,12.22
2019-11-14,49,26.0,,0.26,12.74
2019-11-15,0,26.0,,0.26,0.0
2019-11-16,0,26.0,,0.26,0.0
2019-11-17,0,13.0,False,0.13,0.0
2019-11-18,0,13.0,,0.13,0.0
2019-11-19,97,13.0,,0.13,12.610000000000001
2019-11-20,50,13.0,,0.13,6.5
2019-11-21,0,13.0,,0.13,0.0
2019-11-22,0,13.0,,0.13,0.0
2019-11-23,0,13.0,,0.13,0.0
2019-11-24,0,40.0,False,0.4,0.0
2019-11-25,0,40.0,,0.4,0.0
2019-11-26,0,40.0,,0.4,0.0
2019-11-27,100,40.0,,0.4,40.0
2019-11-28,0,40.0,,0.4,0.0
2019-11-29,57,40.0,,0.4,22.8
2019-11-30,64,40.0,,0.4,25.6
2019-12-01,0,27.0,False,0.27,0.0
2019-12-02,0,27.0,,0.27,0.0
2019-12-03,0,27.0,,0.27,0.0
2019-12-04,0,27.0,,0.27,0.0
2019-12-05,39,27.0,,0.27,10.530000000000001
2019-12-06,0,27.0,,0.27,0.0
2019-12-07,0,27.0,,0.27,0.0
2019-12-08,42,56.0,False,0.56,23.520000000000003
2019-12-09,0,56.0,,0.56,0.0
2019-12-10,0,56.0,,0.56,0.0
2019-12-11,0,56.0,,0.56,0.0
2019-12-12,39,56.0,,0.56,21.840000000000003
2019-12-13,0,56.0,,0.56,0.0
2019-12-14,0,56.0,,0.56,0.0
2019-12-15,0,14.0,False,0.14,0.0
2019-12-16,0,14.0,,0.14,0.0
2019-12-17,0,14.0,,0.14,0.0
2019-12-18,0,14.0,,0.14,0.0
2019-12-19,0,14.0,,0.14,0.0
2019-12-20,45,14.0,,0.14,6.300000000000001
2019-12-21,0,14.0,,0.14,0.0
2019-12-22,0,33.0,False,0.33,0.0
2019-12-23,0,33.0,,0.33,0.0
2019-12-24,100,33.0,,0.33,33.0
2019-12-25,0,33.0,,0.33,0.0
2019-12-26,0,33.0,,0.33,0.0
2019-12-27,0,33.0,,0.33,0.0
2019-12-28,49,33.0,,0.33,16.17
2019-12-29,48,48.0,False,0.48,23.04
2019-12-30,45,48.0,,0.48,21.599999999999998
2019-12-31,0,48.0,,0.48,0.0
2020-01-01,0,48.0,,0.48,0.0
2020-01-02,63,48.0,,0.48,30.24
2020-01-03,0,48.0,,0.48,0.0
2020-01-04,0,48.0,,0.48,0.0
2020-01-05,0,14.0,False,0.14,0.0
2020-01-06,53,14.0,,0.14,7.420000000000001
2020-01-07,54,14.0,,0.14,7.5600000000000005
2020-01-08,0,14.0,,0.14,0.0
2020-01-09,0,14.0,,0.14,0.0
2020-01-10,60,14.0,,0.14,8.4
2020-01-11,0,14.0,,0.14,0.0
2020-01-12,0,39.0,False,0.39,0.0
2020-01-13,100,39.0,,0.39,39.0
2020-01-14,0,39.0,,0.39,0.0
2020-01-15,0,39.0,,0.39,0.0
2020-01-16,0,39.0,,0.39,0.0
2020-01-17,0,39.0,,0.39,0.0
2020-01-18,0,39.0,,0.39,0.0
2020-01-19,56,27.0,False,0.27,15.120000000000001
2020-01-20,0,27.0,,0.27,0.0
2020-01-21,0,27.0,,0.27,0.0
2020-01-22,0,27.0,,0.27,0.0
2020-01-23,0,27.0,,0.27,0.0
2020-01-24,0,27.0,,0.27,0.0
2020-01-25,0,27.0,,0.27,0.0
2020-01-26,0,27.0,False,0.27,0.0
2020-01-27,0,27.0,,0.27,0.0
2020-01-28,51,27.0,,0.27,13.770000000000001
2020-01-29,50,27.0,,0.27,13.5
2020-01-30,0,27.0,,0.27,0.0
2020-01-31,0,27.0,,0.27,0.0
2020-02-01,52,27.0,,0.27,14.040000000000001
2020-02-02,45,40.0,False,0.4,18.0
2020-02-03,40,40.0,,0.4,16.0
2020-02-04,41,40.0,,0.4,16.400000000000002
2020-02-05,0,40.0,,0.4,0.0
2020-02-06,45,40.0,,0.4,18.0
2020-02-07,100,40.0,,0.4,40.0
2020-02-08,53,40.0,,0.4,21.200000000000003
2020-02-09,47,26.0,False,0.26,12.22
2020-02-10,0,26.0,,0.26,0.0
2020-02-11,41,26.0,,0.26,10.66
2020-02-12,41,26.0,,0.26,10.66
2020-02-13,0,26.0,,0.26,0.0
2020-02-14,46,26.0,,0.26,11.96
2020-02-15,0,26.0,,0.26,0.0
2020-02-16,0,0.0,False,0.0,0.0
2020-02-17,0,0.0,,0.0,0.0
2020-02-18,40,0.0,,0.0,0.0
2020-02-19,0,0.0,,0.0,0.0
2020-02-20,0,0.0,,0.0,0.0
2020-02-21,0,0.0,,0.0,0.0
2020-02-22,0,0.0,,0.0,0.0
2020-02-23,0,13.0,False,0.13,0.0
2020-02-24,0,13.0,,0.13,0.0
2020-02-25,0,13.0,,0.13,0.0
2020-02-26,0,13.0,,0.13,0.0
2020-02-27,40,13.0,,0.13,5.2
2020-02-28,0,13.0,,0.13,0.0
2020-02-29,0,13.0,,0.13,0.0
2020-03-01,52,25.0,False,0.25,13.0
2020-03-02,0,25.0,,0.25,0.0
2020-03-03,46,25.0,,0.25,11.5
2020-03-04,0,25.0,,0.25,0.0
2020-03-05,48,25.0,,0.25,12.0
2020-03-06,0,25.0,,0.25,0.0
2020-03-07,0,25.0,,0.25,0.0
2020-03-08,0,49.0,False,0.49,0.0
2020-03-09,0,49.0,,0.49,0.0
2020-03-10,0,49.0,,0.49,0.0
2020-03-11,0,49.0,,0.49,0.0
2020-03-12,47,49.0,,0.49,23.03
2020-03-13,0,49.0,,0.49,0.0
2020-03-14,0,49.0,,0.49,0.0
2020-03-15,0,23.0,False,0.23,0.0
2020-03-16,0,23.0,,0.23,0.0
2020-03-17,91,23.0,,0.23,20.93
2020-03-18,0,23.0,,0.23,0.0
2020-03-19,44,23.0,,0.23,10.120000000000001
2020-03-20,0,23.0,,0.23,0.0
2020-03-21,0,23.0,,0.23,0.0
2020-03-22,0,56.0,False,0.56,0.0
2020-03-23,78,56.0,,0.56,43.68000000000001
2020-03-24,0,56.0,,0.56,0.0
2020-03-25,45,56.0,,0.56,25.200000000000003
2020-03-26,47,56.0,,0.56,26.320000000000004
2020-03-27,100,56.0,,0.56,56.00000000000001
2020-03-28,54,56.0,,0.56,30.240000000000002
2020-03-29,99,35.0,False,0.35,34.65
2020-03-30,0,35.0,,0.35,0.0
2020-03-31,0,35.0,,0.35,0.0
2020-04-01,0,35.0,,0.35,0.0
2020-04-02,0,35.0,,0.35,0.0
2020-04-03,0,35.0,,0.35,0.0
2020-04-04,0,35.0,,0.35,0.0
2020-04-05,0,35.0,False,0.35,0.0
2020-04-06,0,35.0,,0.35,0.0
2020-04-07,0,35.0,,0.35,0.0
2020-04-08,0,35.0,,0.35,0.0
2020-04-09,48,35.0,,0.35,16.799999999999997
2020-04-10,52,35.0,,0.35,18.2
2020-04-11,53,35.0,,0.35,18.549999999999997
2020-04-12,0,11.0,False,0.11,0.0
2020-04-13,0,11.0,,0.11,0.0
2020-04-14,0,11.0,,0.11,0.0
2020-04-15,0,11.0,,0.11,0.0
2020-04-16,0,11.0,,0.11,0.0
2020-04-17,0,11.0,,0.11,0.0
2020-04-18,0,11.0,,0.11,0.0
2020-04-19,0,11.0,False,0.11,0.0
2020-04-20,42,11.0,,0.11,4.62
2020-04-21,0,11.0,,0.11,0.0
2020-04-22,0,11.0,,0.11,0.0
2020-04-23,41,11.0,,0.11,4.51
2020-04-24,0,11.0,,0.11,0.0
2020-04-25,0,11.0,,0.11,0.0
2020-04-26,100,54.0,False,0.54,54.0
2020-04-27,45,54.0,,0.54,24.3
2020-04-28,0,54.0,,0.54,0.0
2020-04-29,0,54.0,,0.54,0.0
2020-04-30,0,54.0,,0.54,0.0
2020-05-01,0,54.0,,0.54,0.0
2020-05-02,31,54.0,,0.54,16.740000000000002
2020-05-03,0,10.0,False,0.1,0.0
2020-05-04,0,10.0,,0.1,0.0
2020-05-05,0,10.0,,0.1,0.0
2020-05-06,0,10.0,,0.1,0.0
2020-05-07,0,10.0,,0.1,0.0
2020-05-08,31,10.0,,0.1,3.1
2020-05-09,0,10.0,,0.1,0.0
2020-05-10,0,54.0,False,0.54,0.0
2020-05-11,0,54.0,,0.54,0.0
2020-05-12,27,54.0,,0.54,14.580000000000002
2020-05-13,0,54.0,,0.54,0.0
2020-05-14,0,54.0,,0.54,0.0
2020-05-15,33,54.0,,0.54,17.82
2020-05-16,0,54.0,,0.54,0.0
2020-05-17,0,23.0,False,0.23,0.0
2020-05-18,0,23.0,,0.23,0.0
2020-05-19,0,23.0,,0.23,0.0
2020-05-20,0,23.0,,0.23,0.0
2020-05-21,0,23.0,,0.23,0.0
2020-05-22,100,23.0,,0.23,23.0
2020-05-23,0,23.0,,0.23,0.0
2020-05-24,30,33.0,False,0.33,9.9
2020-05-25,0,33.0,,0.33,0.0
2020-05-26,0,33.0,,0.33,0.0
2020-05-27,0,33.0,,0.33,0.0
2020-05-28,0,33.0,,0.33,0.0
2020-05-29,0,33.0,,0.33,0.0
2020-05-30,0,33.0,,0.33,0.0
2020-05-31,35,44.0,False,0.44,15.4
2020-06-01,0,44.0,,0.44,0.0
2020-06-02,0,44.0,,0.44,0.0
2020-06-03,0,44.0,,0.44,0.0
2020-06-04,0,44.0,,0.44,0.0
2020-06-05,0,44.0,,0.44,0.0
2020-06-06,0,44.0,,0.44,0.0
2020-06-07,32,67.0,False,0.67,21.44
2020-06-08,0,67.0,,0.67,0.0
2020-06-09,28,67.0,,0.67,18.76
2020-06-10,0,67.0,,0.67,0.0
2020-06-11,0,67.0,,0.67,0.0
2020-06-12,69,67.0,,0.67,46.230000000000004
2020-06-13,0,67.0,,0.67,0.0
2020-06-14,0,46.0,False,0.46,0.0
2020-06-15,0,46.0,,0.46,0.0
2020-06-16,58,46.0,,0.46,26.68
2020-06-17,0,46.0,,0.46,0.0
2020-06-18,0,46.0,,0.46,0.0
2020-06-19,0,46.0,,0.46,0.0
2020-06-20,38,46.0,,0.46,17.48
2020-06-21,33,80.0,False,0.8,26.400000000000002
2020-06-22,0,80.0,,0.8,0.0
2020-06-23,87,80.0,,0.8,69.60000000000001
2020-06-24,28,80.0,,0.8,22.400000000000002
2020-06-25,60,80.0,,0.8,48.0
2020-06-26,100,80.0,,0.8,80.0
2020-06-27,0,80.0,,0.8,0.0
2020-06-28,0,37.0,False,0.37,0.0
2020-06-29,0,37.0,,0.37,0.0
2020-06-30,31,37.0,,0.37,11.47
2020-07-01,0,37.0,,0.37,0.0
2020-07-02,45,37.0,,0.37,16.65
2020-07-03,0,37.0,,0.37,0.0
2020-07-04,57,37.0,,0.37,21.09
2020-07-05,0,0.0,False,0.0,0.0
2020-07-06,0,0.0,,0.0,0.0
2020-07-07,0,0.0,,0.0,0.0
2020-07-08,0,0.0,,0.0,0.0
2020-07-09,0,0.0,,0.0,0.0
2020-07-10,0,0.0,,0.0,0.0
2020-07-11,0,0.0,,0.0,0.0
2020-07-12,52,38.0,False,0.38,19.76
2020-07-13,46,38.0,,0.38,17.48
2020-07-14,0,38.0,,0.38,0.0
2020-07-15,0,38.0,,0.38,0.0
2020-07-16,0,38.0,,0.38,0.0
2020-07-17,0,38.0,,0.38,0.0
2020-07-18,0,38.0,,0.38,0.0
2020-07-19,0,37.0,False,0.37,0.0
2020-07-20,0,37.0,,0.37,0.0
2020-07-21,0,37.0,,0.37,0.0
2020-07-22,0,37.0,,0.37,0.0
2020-07-23,43,37.0,,0.37,15.91
2020-07-24,0,37.0,,0.37,0.0
2020-07-25,57,37.0,,0.37,21.09
2020-07-26,100,12.0,False,0.12,12.0
2020-07-27,44,12.0,,0.12,5.279999999999999
2020-07-28,0,12.0,,0.12,0.0
2020-07-29,43,12.0,,0.12,5.16
2020-07-30,43,12.0,,0.12,5.16
2020-07-31,0,12.0,,0.12,0.0
2020-08-01,57,12.0,,0.12,6.84
2020-08-02,100,12.0,False,0.12,12.0
2020-08-03,0,12.0,,0.12,0.0
2020-08-04,0,12.0,,0.12,0.0
2020-08-05,0,12.0,,0.12,0.0
2020-08-06,89,12.0,,0.12,10.68
2020-08-07,0,12.0,,0.12,0.0
2020-08-08,57,12.0,,0.12,6.84
2020-08-09,0,11.0,False,0.11,0.0
2020-08-10,44,11.0,,0.11,4.84
2020-08-11,0,11.0,,0.11,0.0
2020-08-12,44,11.0,,0.11,4.84
2020-08-13,43,11.0,,0.11,4.73
2020-08-14,0,11.0,,0.11,0.0
2020-08-15,0,11.0,,0.11,0.0
2020-08-16,0,11.0,False,0.11,0.0
2020-08-17,42,11.0,,0.11,4.62
2020-08-18,41,11.0,,0.11,4.51
2020-08-19,0,11.0,,0.11,0.0
2020-08-20,0,11.0,,0.11,0.0
2020-08-21,46,11.0,,0.11,5.06
2020-08-22,0,11.0,,0.11,0.0
2020-08-23,0,11.0,False,0.11,0.0
2020-08-24,0,11.0,,0.11,0.0
2020-08-25,41,11.0,,0.11,4.51
2020-08-26,0,11.0,,0.11,0.0
2020-08-27,0,11.0,,0.11,0.0
2020-08-28,0,11.0,,0.11,0.0
2020-08-29,0,11.0,,0.11,0.0
2020-08-30,46,0.0,False,0.0,0.0
2020-08-31,0,0.0,,0.0,0.0
2020-09-01,0,0.0,,0.0,0.0
2020-09-02,33,0.0,,0.0,0.0
2020-09-03,0,0.0,,0.0,0.0
2020-09-04,0,0.0,,0.0,0.0
2020-09-05,0,0.0,,0.0,0.0
2020-09-06,36,24.0,False,0.24,8.64
2020-09-07,0,24.0,,0.24,0.0
2020-09-08,0,24.0,,0.24,0.0
2020-09-09,0,24.0,,0.24,0.0
2020-09-10,0,24.0,,0.24,0.0
2020-09-11,0,24.0,,0.24,0.0
2020-09-12,0,24.0,,0.24,0.0
2020-09-13,37,35.0,False,0.35,12.95
2020-09-14,0,35.0,,0.35,0.0
2020-09-15,33,35.0,,0.35,11.549999999999999
2020-09-16,33,35.0,,0.35,11.549999999999999
2020-09-17,0,35.0,,0.35,0.0
2020-09-18,0,35.0,,0.35,0.0
2020-09-19,84,35.0,,0.35,29.4
2020-09-20,0,24.0,False,0.24,0.0
2020-09-21,100,24.0,,0.24,24.0
2020-09-22,0,24.0,,0.24,0.0
2020-09-23,32,24.0,,0.24,7.68
2020-09-24,33,24.0,,0.24,7.92
2020-09-25,0,24.0,,0.24,0.0
2020-09-26,0,24.0,,0.24,0.0
2020-09-27,0,27.0,False,0.27,0.0
2020-09-28,37,27.0,,0.27,9.99
2020-09-29,0,27.0,,0.27,0.0
2020-09-30,0,27.0,,0.27,0.0
2020-10-01,0,27.0,,0.27,0.0
2020-10-02,0,27.0,,0.27,0.0
2020-10-03,0,27.0,,0.27,0.0
2020-10-04,0,28.0,False,0.28,0.0
2020-10-05,0,28.0,,0.28,0.0
2020-10-06,44,28.0,,0.28,12.32
2020-10-07,45,28.0,,0.28,12.600000000000001
2020-10-08,45,28.0,,0.28,12.600000000000001
2020-10-09,0,28.0,,0.28,0.0
2020-10-10,0,28.0,,0.28,0.0
2020-10-11,0,0.0,False,0.0,0.0
2020-10-12,0,0.0,,0.0,0.0
2020-10-13,0,0.0,,0.0,0.0
2020-10-14,100,0.0,,0.0,0.0
2020-10-15,0,0.0,,0.0,0.0
2020-10-16,0,0.0,,0.0,0.0
2020-10-17,0,0.0,,0.0,0.0
2020-10-18,0,61.0,False,0.61,0.0
2020-10-19,0,61.0,,0.61,0.0
2020-10-20,50,61.0,,0.61,30.5
2020-10-21,0,61.0,,0.61,0.0
2020-10-22,49,61.0,,0.61,29.89
2020-10-23,0,61.0,,0.61,0.0
2020-10-24,0,61.0,,0.61,0.0
2020-10-25,0,45.0,False,0.45,0.0
2020-10-26,0,45.0,,0.45,0.0
2020-10-27,49,45.0,,0.45,22.05
2020-10-28,49,45.0,,0.45,22.05
2020-10-29,0,45.0,,0.45,0.0
2020-10-30,53,45.0,,0.45,23.85
2020-10-31,0,45.0,,0.45,0.0
2020-11-01,52,13.0,False,0.13,6.76
2020-11-02,0,13.0,,0.13,0.0
2020-11-03,0,13.0,,0.13,0.0
2020-11-04,0,13.0,,0.13,0.0
2020-11-05,0,13.0,,0.13,0.0
2020-11-06,0,13.0,,0.13,0.0
2020-11-07,0,13.0,,0.13,0.0
2020-11-08,0,45.0,False,0.45,0.0
2020-11-09,0,45.0,,0.45,0.0
2020-11-10,48,45.0,,0.45,21.6
2020-11-11,50,45.0,,0.45,22.5
2020-11-12,100,45.0,,0.45,45.0
2020-11-13,0,45.0,,0.45,0.0
2020-11-14,63,45.0,,0.45,28.35
2020-11-15,54,15.0,False,0.15,8.1
2020-11-16,0,15.0,,0.15,0.0
2020-11-17,0,15.0,,0.15,0.0
2020-11-18,48,15.0,,0.15,7.199999999999999
2020-11-19,0,15.0,,0.15,0.0
2020-11-20,0,15.0,,0.15,0.0
2020-11-21,0,15.0,,0.15,0.0
2020-11-22,51,58.0,False,0.58,29.58
2020-11-23,48,58.0,,0.58,27.839999999999996
2020-11-24,0,58.0,,0.58,0.0
2020-11-25,0,58.0,,0.58,0.0
2020-11-26,48,58.0,,0.58,27.839999999999996
2020-11-27,0,58.0,,0.58,0.0
2020-11-28,0,58.0,,0.58,0.0
2020-11-29,100,59.0,False,0.59,59.0
2020-11-30,0,59.0,,0.59,0.0
2020-12-01,0,59.0,,0.59,0.0
2020-12-02,0,59.0,,0.59,0.0
2020-12-03,0,59.0,,0.59,0.0
2020-12-04,0,59.0,,0.59,0.0
2020-12-05,0,59.0,,0.59,0.0
2020-12-06,0,15.0,False,0.15,0.0
2020-12-07,0,15.0,,0.15,0.0
2020-12-08,0,15.0,,0.15,0.0
2020-12-09,49,15.0,,0.15,7.35
2020-12-10,0,15.0,,0.15,0.0
2020-12-11,0,15.0,,0.15,0.0
2020-12-12,0,15.0,,0.15,0.0
2020-12-13,52,77.0,False,0.77,40.04
2020-12-14,0,77.0,,0.77,0.0
2020-12-15,50,77.0,,0.77,38.5
2020-12-16,100,77.0,,0.77,77.0
2020-12-17,0,77.0,,0.77,0.0
2020-12-18,0,77.0,,0.77,0.0
2020-12-19,61,77.0,,0.77,46.97
2020-12-20,0,33.0,False,0.33,0.0
2020-12-21,0,33.0,,0.33,0.0
2020-12-22,0,33.0,,0.33,0.0
2020-12-23,0,33.0,,0.33,0.0
2020-12-24,0,33.0,,0.33,0.0
2020-12-25,0,33.0,,0.33,0.0
2020-12-26,59,33.0,,0.33,19.470000000000002
2020-12-27,58,34.0,False,0.34,19.720000000000002
2020-12-28,0,34.0,,0.34,0.0
2020-12-29,0,34.0,,0.34,0.0
2020-12-30,0,34.0,,0.34,0.0
2020-12-31,0,34.0,,0.34,0.0
2021-01-01,0,34.0,,0.34,0.0
2021-01-02,0,34.0,,0.34,0.0
2021-01-03,0,15.0,False,0.15,0.0
2021-01-04,0,15.0,,0.15,0.0
2021-01-05,0,15.0,,0.15,0.0
2021-01-06,0,15.0,,0.15,0.0
2021-01-07,0,15.0,,0.15,0.0
2021-01-08,0,15.0,,0.15,0.0
2021-01-09,0,15.0,,0.15,0.0
2021-01-10,80,0.0,False,0.0,0.0
2021-01-11,0,0.0,,0.0,0.0
2021-01-12,0,0.0,,0.0,0.0
2021-01-13,0,0.0,,0.0,0.0
2021-01-14,0,0.0,,0.0,0.0
2021-01-15,85,0.0,,0.0,0.0
2021-01-16,0,0.0,,0.0,0.0
2021-01-17,0,29.0,False,0.29,0.0
2021-01-18,0,29.0,,0.29,0.0
2021-01-19,0,29.0,,0.29,0.0
2021-01-20,0,29.0,,0.29,0.0
2021-01-21,76,29.0,,0.29,22.04
2021-01-22,0,29.0,,0.29,0.0
2021-01-23,0,29.0,,0.29,0.0
2021-01-24,0,29.0,False,0.29,0.0
2021-01-25,0,29.0,,0.29,0.0
2021-01-26,0,29.0,,0.29,0.0
2021-01-27,0,29.0,,0.29,0.0
2021-01-28,0,29.0,,0.29,0.0
2021-01-29,85,29.0,,0.29,24.65
2021-01-30,100,29.0,,0.29,28.999999999999996
2021-01-31,0,30.0,False,0.3,0.0
