Date,Pollen_unscaled,Pollen_monthly,isPartial,scale,Pollen
2019-09-15,0,37.0,False,0.37,0.0
2019-09-16,0,37.0,,0.37,0.0
2019-09-17,0,37.0,,0.37,0.0
2019-09-18,0,37.0,,0.37,0.0
2019-09-19,0,37.0,,0.37,0.0
2019-09-20,56,37.0,,0.37,20.72
2019-09-21,0,37.0,,0.37,0.0
2019-09-22,0,37.0,False,0.37,0.0
2019-09-23,47,37.0,,0.37,17.39
2019-09-24,0,37.0,,0.37,0.0
2019-09-25,47,37.0,,0.37,17.39
2019-09-26,0,37.0,,0.37,0.0
2019-09-27,0,37.0,,0.37,0.0
2019-09-28,0,37.0,,0.37,0.0
2019-09-29,0,26.0,False,0.26,0.0
2019-09-30,0,26.0,,0.26,0.0
2019-10-01,0,26.0,,0.26,0.0
2019-10-02,77,26.0,,0.26,20.02
2019-10-03,0,26.0,,0.26,0.0
2019-10-04,0,26.0,,0.26,0.0
2019-10-05,0,26.0,,0.26,0.0
2019-10-06,0,26.0,False,0.26,0.0
2019-10-07,0,26.0,,0.26,0.0
2019-10-08,0,26.0,,0.26,0.0
2019-10-09,0,26.0,,0.26,0.0
2019-10-10,0,26.0,,0.26,0.0
2019-10-11,0,26.0,,0.26,0.0
2019-10-12,48,26.0,,0.26,12.48
2019-10-13,41,37.0,False,0.37,15.17
2019-10-14,0,37.0,,0.37,0.0
2019-10-15,73,37.0,,0.37,27.009999999999998
2019-10-16,37,37.0,,0.37,13.69
2019-10-17,0,37.0,,0.37,0.0
2019-10-18,0,37.0,,0.37,0.0
2019-10-19,0,37.0,,0.37,0.0
2019-10-20,0,37.0,False,0.37,0.0
2019-10-21,0,37.0,,0.37,0.0
2019-10-22,0,37.0,,0.37,0.0
2019-10-23,37,37.0,,0.37,13.69
2019-10-24,0,37.0,,0.37,0.0
2019-10-25,0,37.0,,0.37,0.0
2019-10-26,100,37.0,,0.37,37.0
2019-10-27,0,26.0,False,0.26,0.0
2019-10-28,0,26.0,,0.26,0.0
2019-10-29,0,26.0,,0.26,0.0
2019-10-30,38,26.0,,0.26,9.88
2019-10-31,0,26.0,,0.26,0.0
2019-11-01,0,26.0,,0.26,0.0
2019-11-02,54,26.0,,0.26,14.040000000000001
2019-11-03,100,37.0,False,0.37,37.0
2019-11-04,44,37.0,,0.37,16.28
2019-11-05,45,37.0,,0.37,16.65
2019-11-06,0,37.0,,0.37,0.0
2019-11-07,0,37.0,,0.37,0.0
2019-11-08,0,37.0,,0.37,0.0
2019-11-09,54,37.0,,0.37,19.98
2019-11-10,45,12.0,False,0.12,5.3999999999999995
2019-11-11,0,12.0,,0.12,0.0
2019-11-12,43,12.0,,0.12,5.16
2019-11-13,0,12.0,,0.12,0.0
2019-11-14,0,12.0,,0.12,0.0
2019-11-15,0,12.0,,0.12,0.0
2019-11-16,0,12.0,,0.12,0.0
2019-11-17,0,51.0,False,0.51,0.0
2019-11-18,42,51.0,,0.51,21.42
2019-11-19,0,51.0,,0.51,0.0
2019-11-20,0,51.0,,0.51,0.0
2019-11-21,47,51.0,,0.51,23.97
2019-11-22,53,51.0,,0.51,27.03
2019-11-23,0,51.0,,0.51,0.0
2019-11-24,0,25.0,False,0.25,0.0
2019-11-25,0,25.0,,0.25,0.0
2019-11-26,0,25.0,,0.25,0.0
2019-11-27,0,25.0,,0.25,0.0
2019-11-28,0,25.0,,0.25,0.0
2019-11-29,0,25.0,,0.25,0.0
2019-11-30,0,25.0,,0.25,0.0
2019-12-01,0,52.0,False,0.52,0.0
2019-12-02,0,52.0,,0.52,0.0
2019-12-03,53,52.0,,0.52,27.560000000000002
2019-12-04,27,52.0,,0.52,14.040000000000001
2019-12-05,56,52.0,,0.52,29.12
2019-12-06,31,52.0,,0.52,16.12
2019-12-07,0,52.0,,0.52,0.0
2019-12-08,0,93.0,False,0.93,0.0
2019-12-09,0,93.0,,0.93,0.0
2019-12-10,28,93.0,,0.93,26.040000000000003
2019-12-11,56,93.0,,0.93,52.080000000000005
2019-12-12,56,93.0,,0.93,52.080000000000005
2019-12-13,0,93.0,,0.93,0.0
2019-12-14,68,93.0,,0.93,63.24
2019-12-15,0,40.0,False,0.4,0.0
2019-12-16,0,40.0,,0.4,0.0
2019-12-17,0,40.0,,0.4,0.0
2019-12-18,0,40.0,,0.4,0.0
2019-12-19,0,40.0,,0.4,0.0
2019-12-20,0,40.0,,0.4,0.0
2019-12-21,36,40.0,,0.4,14.4
2019-12-22,100,47.0,False,0.47,47.0
2019-12-23,0,47.0,,0.47,0.0
2019-12-24,0,47.0,,0.47,0.0
2019-12-25,0,47.0,,0.47,0.0
2019-12-26,0,47.0,,0.47,0.0
2019-12-27,0,47.0,,0.47,0.0
2019-12-28,36,47.0,,0.47,16.919999999999998
2019-12-29,0,0.0,False,0.0,0.0
2019-12-30,0,0.0,,0.0,0.0
2019-12-31,0,0.0,,0.0,0.0
2020-01-01,0,0.0,,0.0,0.0
2020-01-02,0,0.0,,0.0,0.0
2020-01-03,0,0.0,,0.0,0.0
2020-01-04,52,0.0,,0.0,0.0
2020-01-05,0,13.0,False,0.13,0.0
2020-01-06,0,13.0,,0.13,0.0
2020-01-07,0,13.0,,0.13,0.0
2020-01-08,0,13.0,,0.13,0.0
2020-01-09,0,13.0,,0.13,0.0
2020-01-10,48,13.0,,0.13,6.24
2020-01-11,0,13.0,,0.13,0.0
2020-01-12,44,12.0,False,0.12,5.279999999999999
2020-01-13,0,12.0,,0.12,0.0
2020-01-14,0,12.0,,0.12,0.0
2020-01-15,0,12.0,,0.12,0.0
2020-01-16,41,12.0,,0.12,4.92
2020-01-17,0,12.0,,0.12,0.0
2020-01-18,0,12.0,,0.12,0.0
2020-01-19,0,13.0,False,0.13,0.0
2020-01-20,0,13.0,,0.13,0.0
2020-01-21,0,13.0,,0.13,0.0
2020-01-22,0,13.0,,0.13,0.0
2020-01-23,0,13.0,,0.13,0.0
2020-01-24,0,13.0,,0.13,0.0
2020-01-25,0,13.0,,0.13,0.0
2020-01-26,100,26.0,False,0.26,26.0
2020-01-27,0,26.0,,0.26,0.0
2020-01-28,40,26.0,,0.26,10.4
2020-01-29,0,26.0,,0.26,0.0
2020-01-30,0,26.0,,0.26,0.0
2020-01-31,0,26.0,,0.26,0.0
2020-02-01,0,26.0,,0.26,0.0
2020-02-02,0,25.0,False,0.25,0.0
2020-02-03,50,25.0,,0.25,12.5
2020-02-04,100,25.0,,0.25,25.0
2020-02-05,0,25.0,,0.25,0.0
2020-02-06,56,25.0,,0.25,14.0
2020-02-07,0,25.0,,0.25,0.0
2020-02-08,0,25.0,,0.25,0.0
2020-02-09,0,85.0,False,0.85,0.0
2020-02-10,0,85.0,,0.85,0.0
2020-02-11,0,85.0,,0.85,0.0
2020-02-12,0,85.0,,0.85,0.0
2020-02-13,0,85.0,,0.85,0.0
2020-02-14,0,85.0,,0.85,0.0
2020-02-15,60,85.0,,0.85,51.0
2020-02-16,0,0.0,False,0.0,0.0
2020-02-17,0,0.0,,0.0,0.0
2020-02-18,0,0.0,,0.0,0.0
2020-02-19,0,0.0,,0.0,0.0
2020-02-20,0,0.0,,0.0,0.0
2020-02-21,0,0.0,,0.0,0.0
2020-02-22,0,0.0,,0.0,0.0
2020-02-23,0,12.0,False,0.12,0.0
2020-02-24,0,12.0,,0.12,0.0
2020-02-25,0,12.0,,0.12,0.0
2020-02-26,0,12.0,,0.12,0.0
2020-02-27,50,12.0,,0.12,6.0
2020-02-28,0,12.0,,0.12,0.0
2020-02-29,0,12.0,,0.12,0.0
2020-03-01,56,0.0,False,0.0,0.0
2020-03-02,51,0.0,,0.0,0.0
2020-03-03,0,0.0,,0.0,0.0
2020-03-04,0,0.0,,0.0,0.0
2020-03-05,0,0.0,,0.0,0.0
2020-03-06,0,0.0,,0.0,0.0
2020-03-07,0,0.0,,0.0,0.0
2020-03-08,0,70.0,False,0.7,0.0
2020-03-09,0,70.0,,0.7,0.0
2020-03-10,50,70.0,,0.7,35.0
2020-03-11,52,70.0,,0.7,36.4
2020-03-12,53,70.0,,0.7,37.099999999999994
2020-03-13,60,70.0,,0.7,42.0
2020-03-14,68,70.0,,0.7,47.599999999999994
2020-03-15,0,0.0,False,0.0,0.0
2020-03-16,100,0.0,,0.0,0.0
2020-03-17,51,0.0,,0.0,0.0
2020-03-18,0,0.0,,0.0,0.0
2020-03-19,0,0.0,,0.0,0.0
2020-03-20,0,0.0,,0.0,0.0
2020-03-21,0,0.0,,0.0,0.0
2020-03-22,0,11.0,False,0.11,0.0
2020-03-23,0,11.0,,0.11,0.0
2020-03-24,0,11.0,,0.11,0.0
2020-03-25,0,11.0,,0.11,0.0
2020-03-26,0,11.0,,0.11,0.0
2020-03-27,0,11.0,,0.11,0.0
2020-03-28,0,11.0,,0.11,0.0
2020-03-29,0,22.0,False,0.22,0.0
2020-03-30,0,22.0,,0.22,0.0
2020-03-31,0,22.0,,0.22,0.0
2020-04-01,0,22.0,,0.22,0.0
2020-04-02,0,22.0,,0.22,0.0
2020-04-03,0,22.0,,0.22,0.0
2020-04-04,0,22.0,,0.22,0.0
2020-04-05,0,22.0,False,0.22,0.0
2020-04-06,45,22.0,,0.22,9.9
2020-04-07,0,22.0,,0.22,0.0
2020-04-08,0,22.0,,0.22,0.0
2020-04-09,0,22.0,,0.22,0.0
2020-04-10,0,22.0,,0.22,0.0
2020-04-11,0,22.0,,0.22,0.0
2020-04-12,0,31.0,False,0.31,0.0
2020-04-13,0,31.0,,0.31,0.0
2020-04-14,0,31.0,,0.31,0.0
2020-04-15,0,31.0,,0.31,0.0
2020-04-16,0,31.0,,0.31,0.0
2020-04-17,0,31.0,,0.31,0.0
2020-04-18,0,31.0,,0.31,0.0
2020-04-19,0,0.0,False,0.0,0.0
2020-04-20,0,0.0,,0.0,0.0
2020-04-21,0,0.0,,0.0,0.0
2020-04-22,0,0.0,,0.0,0.0
2020-04-23,41,0.0,,0.0,0.0
2020-04-24,0,0.0,,0.0,0.0
2020-04-25,0,0.0,,0.0,0.0
2020-04-26,100,20.0,False,0.2,20.0
2020-04-27,0,20.0,,0.2,0.0
2020-04-28,0,20.0,,0.2,0.0
2020-04-29,0,20.0,,0.2,0.0
2020-04-30,0,20.0,,0.2,0.0
2020-05-01,0,20.0,,0.2,0.0
2020-05-02,0,20.0,,0.2,0.0
2020-05-03,38,20.0,False,0.2,7.6000000000000005
2020-05-04,0,20.0,,0.2,0.0
2020-05-05,0,20.0,,0.2,0.0
2020-05-06,0,20.0,,0.2,0.0
2020-05-07,0,20.0,,0.2,0.0
2020-05-08,41,20.0,,0.2,8.200000000000001
2020-05-09,0,20.0,,0.2,0.0
2020-05-10,0,10.0,False,0.1,0.0
2020-05-11,36,10.0,,0.1,3.6
2020-05-12,36,10.0,,0.1,3.6
2020-05-13,0,10.0,,0.1,0.0
2020-05-14,0,10.0,,0.1,0.0
2020-05-15,0,10.0,,0.1,0.0
2020-05-16,100,10.0,,0.1,10.0
2020-05-17,0,33.0,False,0.33,0.0
2020-05-18,80,33.0,,0.33,26.400000000000002
2020-05-19,0,33.0,,0.33,0.0
2020-05-20,0,33.0,,0.33,0.0
2020-05-21,0,33.0,,0.33,0.0
2020-05-22,0,33.0,,0.33,0.0
2020-05-23,0,33.0,,0.33,0.0
2020-05-24,0,31.0,False,0.31,0.0
2020-05-25,0,31.0,,0.31,0.0
2020-05-26,0,31.0,,0.31,0.0
2020-05-27,0,31.0,,0.31,0.0
2020-05-28,39,31.0,,0.31,12.09
2020-05-29,0,31.0,,0.31,0.0
2020-05-30,50,31.0,,0.31,15.5
2020-05-31,95,11.0,False,0.11,10.45
2020-06-01,0,11.0,,0.11,0.0
2020-06-02,0,11.0,,0.11,0.0
2020-06-03,0,11.0,,0.11,0.0
2020-06-04,0,11.0,,0.11,0.0
2020-06-05,0,11.0,,0.11,0.0
2020-06-06,0,11.0,,0.11,0.0
2020-06-07,0,21.0,False,0.21,0.0
2020-06-08,82,21.0,,0.21,17.22
2020-06-09,0,21.0,,0.21,0.0
2020-06-10,0,21.0,,0.21,0.0
2020-06-11,0,21.0,,0.21,0.0
2020-06-12,0,21.0,,0.21,0.0
2020-06-13,0,21.0,,0.21,0.0
2020-06-14,0,43.0,False,0.43,0.0
2020-06-15,0,43.0,,0.43,0.0
2020-06-16,0,43.0,,0.43,0.0
2020-06-17,0,43.0,,0.43,0.0
2020-06-18,0,43.0,,0.43,0.0
2020-06-19,100,43.0,,0.43,43.0
2020-06-20,0,43.0,,0.43,0.0
2020-06-21,0,22.0,False,0.22,0.0
2020-06-22,89,22.0,,0.22,19.580000000000002
2020-06-23,0,22.0,,0.22,0.0
2020-06-24,0,22.0,,0.22,0.0
2020-06-25,0,22.0,,0.22,0.0
2020-06-26,0,22.0,,0.22,0.0
2020-06-27,0,22.0,,0.22,0.0
2020-06-28,96,23.0,False,0.23,22.080000000000002
2020-06-29,0,23.0,,0.23,0.0
2020-06-30,0,23.0,,0.23,0.0
2020-07-01,0,23.0,,0.23,0.0
2020-07-02,69,23.0,,0.23,15.870000000000001
2020-07-03,40,23.0,,0.23,9.200000000000001
2020-07-04,0,23.0,,0.23,0.0
2020-07-05,0,37.0,False,0.37,0.0
2020-07-06,0,37.0,,0.37,0.0
2020-07-07,0,37.0,,0.37,0.0
2020-07-08,0,37.0,,0.37,0.0
2020-07-09,0,37.0,,0.37,0.0
2020-07-10,42,37.0,,0.37,15.54
2020-07-11,0,37.0,,0.37,0.0
2020-07-12,0,0.0,False,0.0,0.0
2020-07-13,35,0.0,,0.0,0.0
2020-07-14,0,0.0,,0.0,0.0
2020-07-15,34,0.0,,0.0,0.0
2020-07-16,0,0.0,,0.0,0.0
2020-07-17,0,0.0,,0.0,0.0
2020-07-18,44,0.0,,0.0,0.0
2020-07-19,39,46.0,False,0.46,17.94
2020-07-20,0,46.0,,0.46,0.0
2020-07-21,100,46.0,,0.46,46.0
2020-07-22,0,46.0,,0.46,0.0
2020-07-23,0,46.0,,0.46,0.0
2020-07-24,0,46.0,,0.46,0.0
2020-07-25,44,46.0,,0.46,20.240000000000002
2020-07-26,39,58.0,False,0.58,22.619999999999997
2020-07-27,0,58.0,,0.58,0.0
2020-07-28,0,58.0,,0.58,0.0
2020-07-29,0,58.0,,0.58,0.0
2020-07-30,0,58.0,,0.58,0.0
2020-07-31,0,58.0,,0.58,0.0
2020-08-01,0,58.0,,0.58,0.0
2020-08-02,0,34.0,False,0.34,0.0
2020-08-03,96,34.0,,0.34,32.64
2020-08-04,0,34.0,,0.34,0.0
2020-08-05,0,34.0,,0.34,0.0
2020-08-06,0,34.0,,0.34,0.0
2020-08-07,0,34.0,,0.34,0.0
2020-08-08,0,34.0,,0.34,0.0
2020-08-09,0,11.0,False,0.11,0.0
2020-08-10,96,11.0,,0.11,10.56
2020-08-11,0,11.0,,0.11,0.0
2020-08-12,94,11.0,,0.11,10.34
2020-08-13,92,11.0,,0.11,10.12
2020-08-14,0,11.0,,0.11,0.0
2020-08-15,0,11.0,,0.11,0.0
2020-08-16,0,0.0,False,0.0,0.0
2020-08-17,0,0.0,,0.0,0.0
2020-08-18,0,0.0,,0.0,0.0
2020-08-19,0,0.0,,0.0,0.0
2020-08-20,0,0.0,,0.0,0.0
2020-08-21,96,0.0,,0.0,0.0
2020-08-22,0,0.0,,0.0,0.0
2020-08-23,92,20.0,False,0.2,18.400000000000002
2020-08-24,0,20.0,,0.2,0.0
2020-08-25,0,20.0,,0.2,0.0
2020-08-26,0,20.0,,0.2,0.0
2020-08-27,87,20.0,,0.2,17.400000000000002
2020-08-28,100,20.0,,0.2,20.0
2020-08-29,0,20.0,,0.2,0.0
2020-08-30,0,32.0,False,0.32,0.0
2020-08-31,91,32.0,,0.32,29.12
2020-09-01,0,32.0,,0.32,0.0
2020-09-02,43,32.0,,0.32,13.76
2020-09-03,90,32.0,,0.32,28.8
2020-09-04,0,32.0,,0.32,0.0
2020-09-05,0,32.0,,0.32,0.0
2020-09-06,0,23.0,False,0.23,0.0
2020-09-07,0,23.0,,0.23,0.0
2020-09-08,0,23.0,,0.23,0.0
2020-09-09,45,23.0,,0.23,10.35
2020-09-10,0,23.0,,0.23,0.0
2020-09-11,0,23.0,,0.23,0.0
2020-09-12,0,23.0,,0.23,0.0
2020-09-13,0,11.0,False,0.11,0.0
2020-09-14,44,11.0,,0.11,4.84
2020-09-15,0,11.0,,0.11,0.0
2020-09-16,0,11.0,,0.11,0.0
2020-09-17,86,11.0,,0.11,9.46
2020-09-18,100,11.0,,0.11,11.0
2020-09-19,0,11.0,,0.11,0.0
2020-09-20,0,11.0,False,0.11,0.0
2020-09-21,43,11.0,,0.11,4.73
2020-09-22,0,11.0,,0.11,0.0
2020-09-23,0,11.0,,0.11,0.0
2020-09-24,0,11.0,,0.11,0.0
2020-09-25,0,11.0,,0.11,0.0
2020-09-26,0,11.0,,0.11,0.0
2020-09-27,0,51.0,False,0.51,0.0
2020-09-28,0,51.0,,0.51,0.0
2020-09-29,0,51.0,,0.51,0.0
2020-09-30,0,51.0,,0.51,0.0
2020-10-01,89,51.0,,0.51,45.39
2020-10-02,0,51.0,,0.51,0.0
2020-10-03,0,51.0,,0.51,0.0
2020-10-04,95,13.0,False,0.13,12.35
2020-10-05,0,13.0,,0.13,0.0
2020-10-06,0,13.0,,0.13,0.0
2020-10-07,0,13.0,,0.13,0.0
2020-10-08,0,13.0,,0.13,0.0
2020-10-09,0,13.0,,0.13,0.0
2020-10-10,0,13.0,,0.13,0.0
2020-10-11,0,42.0,False,0.42,0.0
2020-10-12,0,42.0,,0.42,0.0
2020-10-13,0,42.0,,0.42,0.0
2020-10-14,0,42.0,,0.42,0.0
2020-10-15,0,42.0,,0.42,0.0
2020-10-16,0,42.0,,0.42,0.0
2020-10-17,0,42.0,,0.42,0.0
2020-10-18,100,86.0,False,0.86,86.0
2020-10-19,93,86.0,,0.86,79.98
2020-10-20,0,86.0,,0.86,0.0
2020-10-21,97,86.0,,0.86,83.42
2020-10-22,0,86.0,,0.86,0.0
2020-10-23,0,86.0,,0.86,0.0
2020-10-24,0,86.0,,0.86,0.0
2020-10-25,0,29.0,False,0.29,0.0
2020-10-26,0,29.0,,0.29,0.0
2020-10-27,0,29.0,,0.29,0.0
2020-10-28,0,29.0,,0.29,0.0
2020-10-29,0,29.0,,0.29,0.0
2020-10-30,0,29.0,,0.29,0.0
2020-10-31,0,29.0,,0.29,0.0
2020-11-01,100,13.0,False,0.13,13.0
2020-11-02,45,13.0,,0.13,5.8500000000000005
2020-11-03,0,13.0,,0.13,0.0
2020-11-04,0,13.0,,0.13,0.0
2020-11-05,0,13.0,,0.13,0.0
2020-11-06,0,13.0,,0.13,0.0
2020-11-07,0,13.0,,0.13,0.0
2020-11-08,0,43.0,False,0.43,0.0
2020-11-09,0,43.0,,0.43,0.0
2020-11-10,46,43.0,,0.43,19.78
2020-11-11,47,43.0,,0.43,20.21
2020-11-12,0,43.0,,0.43,0.0
2020-11-13,0,43.0,,0.43,0.0
2020-11-14,59,43.0,,0.43,25.37
2020-11-15,0,28.0,False,0.28,0.0
2020-11-16,0,28.0,,0.28,0.0
2020-11-17,46,28.0,,0.28,12.88
2020-11-18,0,28.0,,0.28,0.0
2020-11-19,0,28.0,,0.28,0.0
2020-11-20,52,28.0,,0.28,14.560000000000002
2020-11-21,0,28.0,,0.28,0.0
2020-11-22,0,14.0,False,0.14,0.0
2020-11-23,0,14.0,,0.14,0.0
2020-11-24,0,14.0,,0.14,0.0
2020-11-25,0,14.0,,0.14,0.0
2020-11-26,0,14.0,,0.14,0.0
2020-11-27,0,14.0,,0.14,0.0
2020-11-28,55,14.0,,0.14,7.700000000000001
2020-11-29,92,14.0,False,0.14,12.88
2020-11-30,44,14.0,,0.14,6.16
2020-12-01,0,14.0,,0.14,0.0
2020-12-02,33,14.0,,0.14,4.62
2020-12-03,0,14.0,,0.14,0.0
2020-12-04,0,14.0,,0.14,0.0
2020-12-05,0,14.0,,0.14,0.0
2020-12-06,0,43.0,False,0.43,0.0
2020-12-07,0,43.0,,0.43,0.0
2020-12-08,0,43.0,,0.43,0.0
2020-12-09,100,43.0,,0.43,43.0
2020-12-10,34,43.0,,0.43,14.62
2020-12-11,0,43.0,,0.43,0.0
2020-12-12,0,43.0,,0.43,0.0
2020-12-13,0,58.0,False,0.58,0.0
2020-12-14,0,58.0,,0.58,0.0
2020-12-15,0,58.0,,0.58,0.0
2020-12-16,0,58.0,,0.58,0.0
2020-12-17,33,58.0,,0.58,19.139999999999997
2020-12-18,0,58.0,,0.58,0.0
2020-12-19,84,58.0,,0.58,48.72
2020-12-20,37,31.0,False,0.31,11.47
2020-12-21,0,31.0,,0.31,0.0
2020-12-22,0,31.0,,0.31,0.0
2020-12-23,35,31.0,,0.31,10.85
2020-12-24,0,31.0,,0.31,0.0
2020-12-25,0,31.0,,0.31,0.0
2020-12-26,0,31.0,,0.31,0.0
2020-12-27,0,16.0,False,0.16,0.0
2020-12-28,40,16.0,,0.16,6.4
2020-12-29,37,16.0,,0.16,5.92
2020-12-30,39,16.0,,0.16,6.24
2020-12-31,0,16.0,,0.16,0.0
2021-01-01,0,16.0,,0.16,0.0
2021-01-02,97,16.0,,0.16,15.52
2021-01-03,93,15.0,False,0.15,13.95
2021-01-04,0,15.0,,0.15,0.0
2021-01-05,0,15.0,,0.15,0.0
2021-01-06,0,15.0,,0.15,0.0
2021-01-07,0,15.0,,0.15,0.0
2021-01-08,0,15.0,,0.15,0.0
2021-01-09,0,15.0,,0.15,0.0
2021-01-10,0,41.0,False,0.41,0.0
2021-01-11,0,41.0,,0.41,0.0
2021-01-12,82,41.0,,0.41,33.62
2021-01-13,0,41.0,,0.41,0.0
2021-01-14,0,41.0,,0.41,0.0
2021-01-15,93,41.0,,0.41,38.129999999999995
2021-01-16,0,41.0,,0.41,0.0
2021-01-17,0,14.0,False,0.14,0.0
2021-01-18,80,14.0,,0.14,11.200000000000001
2021-01-19,0,14.0,,0.14,0.0
2021-01-20,0,14.0,,0.14,0.0
2021-01-21,0,14.0,,0.14,0.0
2021-01-22,0,14.0,,0.14,0.0
2021-01-23,100,14.0,,0.14,14.000000000000002
2021-01-24,0,41.0,False,0.41,0.0
2021-01-25,82,41.0,,0.41,33.62
2021-01-26,83,41.0,,0.41,34.03
2021-01-27,0,41.0,,0.41,0.0
2021-01-28,0,41.0,,0.41,0.0
2021-01-29,94,41.0,,0.41,38.54
2021-01-30,0,41.0,,0.41,0.0
2021-01-31,0,14.0,False,0.14,0.0
