Date,bronchitis_unscaled,bronchitis_monthly,isPartial,scale,bronchitis
2019-09-20,0,15.0,,0.15,0.0
2019-09-21,0,15.0,,0.15,0.0
2019-09-22,89,30.0,False,0.3,26.7
2019-09-23,0,30.0,,0.3,0.0
2019-09-24,0,30.0,,0.3,0.0
2019-09-25,0,30.0,,0.3,0.0
2019-09-26,81,30.0,,0.3,24.3
2019-09-27,0,30.0,,0.3,0.0
2019-09-28,0,30.0,,0.3,0.0
2019-09-29,0,0.0,False,0.0,0.0
2019-09-30,81,0.0,,0.0,0.0
2019-10-01,0,0.0,,0.0,0.0
2019-10-02,46,0.0,,0.0,0.0
2019-10-03,0,0.0,,0.0,0.0
2019-10-04,0,0.0,,0.0,0.0
2019-10-05,59,0.0,,0.0,0.0
2019-10-06,0,32.0,False,0.32,0.0
2019-10-07,0,32.0,,0.32,0.0
2019-10-08,0,32.0,,0.32,0.0
2019-10-09,0,32.0,,0.32,0.0
2019-10-10,0,32.0,,0.32,0.0
2019-10-11,0,32.0,,0.32,0.0
2019-10-12,59,32.0,,0.32,18.88
2019-10-13,100,30.0,False,0.3,30.0
2019-10-14,0,30.0,,0.3,0.0
2019-10-15,0,30.0,,0.3,0.0
2019-10-16,0,30.0,,0.3,0.0
2019-10-17,0,30.0,,0.3,0.0
2019-10-18,0,30.0,,0.3,0.0
2019-10-19,54,30.0,,0.3,16.2
2019-10-20,0,30.0,False,0.3,0.0
2019-10-21,45,30.0,,0.3,13.5
2019-10-22,0,30.0,,0.3,0.0
2019-10-23,45,30.0,,0.3,13.5
2019-10-24,0,30.0,,0.3,0.0
2019-10-25,56,30.0,,0.3,16.8
2019-10-26,0,30.0,,0.3,0.0
2019-10-27,0,79.0,False,0.79,0.0
2019-10-28,0,79.0,,0.79,0.0
2019-10-29,0,79.0,,0.79,0.0
2019-10-30,46,79.0,,0.79,36.34
2019-10-31,0,79.0,,0.79,0.0
2019-11-01,0,79.0,,0.79,0.0
2019-11-02,100,79.0,,0.79,79.0
2019-11-03,92,90.0,False,0.9,82.8
2019-11-04,0,90.0,,0.9,0.0
2019-11-05,0,90.0,,0.9,0.0
2019-11-06,79,90.0,,0.9,71.10000000000001
2019-11-07,0,90.0,,0.9,0.0
2019-11-08,0,90.0,,0.9,0.0
2019-11-09,0,90.0,,0.9,0.0
2019-11-10,0,30.0,False,0.3,0.0
2019-11-11,0,30.0,,0.3,0.0
2019-11-12,80,30.0,,0.3,24.0
2019-11-13,0,30.0,,0.3,0.0
2019-11-14,0,30.0,,0.3,0.0
2019-11-15,0,30.0,,0.3,0.0
2019-11-16,0,30.0,,0.3,0.0
2019-11-17,0,0.0,False,0.0,0.0
2019-11-18,0,0.0,,0.0,0.0
2019-11-19,0,0.0,,0.0,0.0
2019-11-20,0,0.0,,0.0,0.0
2019-11-21,0,0.0,,0.0,0.0
2019-11-22,0,0.0,,0.0,0.0
2019-11-23,0,0.0,,0.0,0.0
2019-11-24,90,16.0,False,0.16,14.4
2019-11-25,0,16.0,,0.16,0.0
2019-11-26,0,16.0,,0.16,0.0
2019-11-27,0,16.0,,0.16,0.0
2019-11-28,0,16.0,,0.16,0.0
2019-11-29,0,16.0,,0.16,0.0
2019-11-30,0,16.0,,0.16,0.0
2019-12-01,83,0.0,False,0.0,0.0
2019-12-02,0,0.0,,0.0,0.0
2019-12-03,0,0.0,,0.0,0.0
2019-12-04,79,0.0,,0.0,0.0
2019-12-05,84,0.0,,0.0,0.0
2019-12-06,0,0.0,,0.0,0.0
2019-12-07,0,0.0,,0.0,0.0
2019-12-08,88,16.0,False,0.16,14.08
2019-12-09,0,16.0,,0.16,0.0
2019-12-10,0,16.0,,0.16,0.0
2019-12-11,0,16.0,,0.16,0.0
2019-12-12,0,16.0,,0.16,0.0
2019-12-13,0,16.0,,0.16,0.0
2019-12-14,0,16.0,,0.16,0.0
2019-12-15,0,0.0,False,0.0,0.0
2019-12-16,0,0.0,,0.0,0.0
2019-12-17,0,0.0,,0.0,0.0
2019-12-18,0,0.0,,0.0,0.0
2019-12-19,0,0.0,,0.0,0.0
2019-12-20,0,0.0,,0.0,0.0
2019-12-21,0,0.0,,0.0,0.0
2019-12-22,0,19.0,False,0.19,0.0
2019-12-23,0,19.0,,0.19,0.0
2019-12-24,0,19.0,,0.19,0.0
2019-12-25,0,19.0,,0.19,0.0
2019-12-26,95,19.0,,0.19,18.05
2019-12-27,100,19.0,,0.19,19.0
2019-12-28,0,19.0,,0.19,0.0
2019-12-29,0,37.0,False,0.37,0.0
2019-12-30,0,37.0,,0.37,0.0
2019-12-31,0,37.0,,0.37,0.0
2020-01-01,0,37.0,,0.37,0.0
2020-01-02,0,37.0,,0.37,0.0
2020-01-03,0,37.0,,0.37,0.0
2020-01-04,0,37.0,,0.37,0.0
2020-01-05,0,0.0,False,0.0,0.0
2020-01-06,0,0.0,,0.0,0.0
2020-01-07,0,0.0,,0.0,0.0
2020-01-08,0,0.0,,0.0,0.0
2020-01-09,0,0.0,,0.0,0.0
2020-01-10,0,0.0,,0.0,0.0
2020-01-11,0,0.0,,0.0,0.0
2020-01-12,0,30.0,False,0.3,0.0
2020-01-13,0,30.0,,0.3,0.0
2020-01-14,0,30.0,,0.3,0.0
2020-01-15,37,30.0,,0.3,11.1
2020-01-16,0,30.0,,0.3,0.0
2020-01-17,0,30.0,,0.3,0.0
2020-01-18,100,30.0,,0.3,30.0
2020-01-19,0,16.0,False,0.16,0.0
2020-01-20,0,16.0,,0.16,0.0
2020-01-21,38,16.0,,0.16,6.08
2020-01-22,0,16.0,,0.16,0.0
2020-01-23,0,16.0,,0.16,0.0
2020-01-24,0,16.0,,0.16,0.0
2020-01-25,0,16.0,,0.16,0.0
2020-01-26,0,31.0,False,0.31,0.0
2020-01-27,0,31.0,,0.31,0.0
2020-01-28,0,31.0,,0.31,0.0
2020-01-29,0,31.0,,0.31,0.0
2020-01-30,0,31.0,,0.31,0.0
2020-01-31,0,31.0,,0.31,0.0
2020-02-01,0,31.0,,0.31,0.0
2020-02-02,100,62.0,False,0.62,62.0
2020-02-03,0,62.0,,0.62,0.0
2020-02-04,0,62.0,,0.62,0.0
2020-02-05,0,62.0,,0.62,0.0
2020-02-06,0,62.0,,0.62,0.0
2020-02-07,0,62.0,,0.62,0.0
2020-02-08,0,62.0,,0.62,0.0
2020-02-09,0,0.0,False,0.0,0.0
2020-02-10,0,0.0,,0.0,0.0
2020-02-11,90,0.0,,0.0,0.0
2020-02-12,90,0.0,,0.0,0.0
2020-02-13,0,0.0,,0.0,0.0
2020-02-14,0,0.0,,0.0,0.0
2020-02-15,0,0.0,,0.0,0.0
2020-02-16,0,43.0,False,0.43,0.0
2020-02-17,0,43.0,,0.43,0.0
2020-02-18,0,43.0,,0.43,0.0
2020-02-19,0,43.0,,0.43,0.0
2020-02-20,0,43.0,,0.43,0.0
2020-02-21,0,43.0,,0.43,0.0
2020-02-22,0,43.0,,0.43,0.0
2020-02-23,0,15.0,False,0.15,0.0
2020-02-24,0,15.0,,0.15,0.0
2020-02-25,0,15.0,,0.15,0.0
2020-02-26,0,15.0,,0.15,0.0
2020-02-27,0,15.0,,0.15,0.0
2020-02-28,0,15.0,,0.15,0.0
2020-02-29,0,15.0,,0.15,0.0
2020-03-01,0,43.0,False,0.43,0.0
2020-03-02,0,43.0,,0.43,0.0
2020-03-03,0,43.0,,0.43,0.0
2020-03-04,0,43.0,,0.43,0.0
2020-03-05,54,43.0,,0.43,23.22
2020-03-06,0,43.0,,0.43,0.0
2020-03-07,72,43.0,,0.43,30.96
2020-03-08,0,28.0,False,0.28,0.0
2020-03-09,0,28.0,,0.28,0.0
2020-03-10,0,28.0,,0.28,0.0
2020-03-11,0,28.0,,0.28,0.0
2020-03-12,0,28.0,,0.28,0.0
2020-03-13,0,28.0,,0.28,0.0
2020-03-14,0,28.0,,0.28,0.0
2020-03-15,0,54.0,False,0.54,0.0
2020-03-16,100,54.0,,0.54,54.0
2020-03-17,0,54.0,,0.54,0.0
2020-03-18,50,54.0,,0.54,27.0
2020-03-19,0,54.0,,0.54,0.0
2020-03-20,0,54.0,,0.54,0.0
2020-03-21,61,54.0,,0.54,32.940000000000005
2020-03-22,0,26.0,False,0.26,0.0
2020-03-23,44,26.0,,0.26,11.440000000000001
2020-03-24,0,26.0,,0.26,0.0
2020-03-25,0,26.0,,0.26,0.0
2020-03-26,51,26.0,,0.26,13.26
2020-03-27,56,26.0,,0.26,14.56
2020-03-28,60,26.0,,0.26,15.600000000000001
2020-03-29,0,0.0,False,0.0,0.0
2020-03-30,0,0.0,,0.0,0.0
2020-03-31,0,0.0,,0.0,0.0
2020-04-01,0,0.0,,0.0,0.0
2020-04-02,0,0.0,,0.0,0.0
2020-04-03,0,0.0,,0.0,0.0
2020-04-04,0,0.0,,0.0,0.0
2020-04-05,99,27.0,False,0.27,26.73
2020-04-06,0,27.0,,0.27,0.0
2020-04-07,92,27.0,,0.27,24.840000000000003
2020-04-08,0,27.0,,0.27,0.0
2020-04-09,0,27.0,,0.27,0.0
2020-04-10,0,27.0,,0.27,0.0
2020-04-11,0,27.0,,0.27,0.0
2020-04-12,0,13.0,False,0.13,0.0
2020-04-13,0,13.0,,0.13,0.0
2020-04-14,0,13.0,,0.13,0.0
2020-04-15,84,13.0,,0.13,10.92
2020-04-16,0,13.0,,0.13,0.0
2020-04-17,0,13.0,,0.13,0.0
2020-04-18,100,13.0,,0.13,13.0
2020-04-19,0,12.0,False,0.12,0.0
2020-04-20,0,12.0,,0.12,0.0
2020-04-21,0,12.0,,0.12,0.0
2020-04-22,0,12.0,,0.12,0.0
2020-04-23,0,12.0,,0.12,0.0
2020-04-24,0,12.0,,0.12,0.0
2020-04-25,0,12.0,,0.12,0.0
2020-04-26,0,12.0,False,0.12,0.0
2020-04-27,0,12.0,,0.12,0.0
2020-04-28,0,12.0,,0.12,0.0
2020-04-29,0,12.0,,0.12,0.0
2020-04-30,0,12.0,,0.12,0.0
2020-05-01,0,12.0,,0.12,0.0
2020-05-02,0,12.0,,0.12,0.0
2020-05-03,0,12.0,False,0.12,0.0
2020-05-04,0,12.0,,0.12,0.0
2020-05-05,0,12.0,,0.12,0.0
2020-05-06,0,12.0,,0.12,0.0
2020-05-07,0,12.0,,0.12,0.0
2020-05-08,0,12.0,,0.12,0.0
2020-05-09,0,12.0,,0.12,0.0
2020-05-10,0,13.0,False,0.13,0.0
2020-05-11,0,13.0,,0.13,0.0
2020-05-12,0,13.0,,0.13,0.0
2020-05-13,100,13.0,,0.13,13.0
2020-05-14,0,13.0,,0.13,0.0
2020-05-15,0,13.0,,0.13,0.0
2020-05-16,69,13.0,,0.13,8.97
2020-05-17,0,13.0,False,0.13,0.0
2020-05-18,0,13.0,,0.13,0.0
2020-05-19,0,13.0,,0.13,0.0
2020-05-20,0,13.0,,0.13,0.0
2020-05-21,0,13.0,,0.13,0.0
2020-05-22,0,13.0,,0.13,0.0
2020-05-23,0,13.0,,0.13,0.0
2020-05-24,0,0.0,False,0.0,0.0
2020-05-25,0,0.0,,0.0,0.0
2020-05-26,0,0.0,,0.0,0.0
2020-05-27,0,0.0,,0.0,0.0
2020-05-28,0,0.0,,0.0,0.0
2020-05-29,0,0.0,,0.0,0.0
2020-05-30,0,0.0,,0.0,0.0
2020-05-31,0,13.0,False,0.13,0.0
2020-06-01,0,13.0,,0.13,0.0
2020-06-02,0,13.0,,0.13,0.0
2020-06-03,0,13.0,,0.13,0.0
2020-06-04,0,13.0,,0.13,0.0
2020-06-05,100,13.0,,0.13,13.0
2020-06-06,0,13.0,,0.13,0.0
2020-06-07,0,26.0,False,0.26,0.0
2020-06-08,0,26.0,,0.26,0.0
2020-06-09,0,26.0,,0.26,0.0
2020-06-10,46,26.0,,0.26,11.96
2020-06-11,0,26.0,,0.26,0.0
2020-06-12,0,26.0,,0.26,0.0
2020-06-13,0,26.0,,0.26,0.0
2020-06-14,0,0.0,False,0.0,0.0
2020-06-15,0,0.0,,0.0,0.0
2020-06-16,0,0.0,,0.0,0.0
2020-06-17,0,0.0,,0.0,0.0
2020-06-18,0,0.0,,0.0,0.0
2020-06-19,0,0.0,,0.0,0.0
2020-06-20,0,0.0,,0.0,0.0
2020-06-21,0,13.0,False,0.13,0.0
2020-06-22,0,13.0,,0.13,0.0
2020-06-23,0,13.0,,0.13,0.0
2020-06-24,0,13.0,,0.13,0.0
2020-06-25,0,13.0,,0.13,0.0
2020-06-26,54,13.0,,0.13,7.0200000000000005
2020-06-27,0,13.0,,0.13,0.0
2020-06-28,0,28.0,False,0.28,0.0
2020-06-29,0,28.0,,0.28,0.0
2020-06-30,0,28.0,,0.28,0.0
2020-07-01,100,28.0,,0.28,28.000000000000004
2020-07-02,51,28.0,,0.28,14.280000000000001
2020-07-03,0,28.0,,0.28,0.0
2020-07-04,0,28.0,,0.28,0.0
2020-07-05,0,45.0,False,0.45,0.0
2020-07-06,0,45.0,,0.45,0.0
2020-07-07,52,45.0,,0.45,23.400000000000002
2020-07-08,52,45.0,,0.45,23.400000000000002
2020-07-09,0,45.0,,0.45,0.0
2020-07-10,0,45.0,,0.45,0.0
2020-07-11,65,45.0,,0.45,29.25
2020-07-12,0,15.0,False,0.15,0.0
2020-07-13,0,15.0,,0.15,0.0
2020-07-14,0,15.0,,0.15,0.0
2020-07-15,0,15.0,,0.15,0.0
2020-07-16,0,15.0,,0.15,0.0
2020-07-17,0,15.0,,0.15,0.0
2020-07-18,0,15.0,,0.15,0.0
2020-07-19,0,0.0,False,0.0,0.0
2020-07-20,0,0.0,,0.0,0.0
2020-07-21,0,0.0,,0.0,0.0
2020-07-22,0,0.0,,0.0,0.0
2020-07-23,0,0.0,,0.0,0.0
2020-07-24,0,0.0,,0.0,0.0
2020-07-25,0,0.0,,0.0,0.0
2020-07-26,0,28.0,False,0.28,0.0
2020-07-27,0,28.0,,0.28,0.0
2020-07-28,0,28.0,,0.28,0.0
2020-07-29,49,28.0,,0.28,13.72
2020-07-30,0,28.0,,0.28,0.0
2020-07-31,0,28.0,,0.28,0.0
2020-08-01,100,28.0,,0.28,28.000000000000004
2020-08-02,0,14.0,False,0.14,0.0
2020-08-03,0,14.0,,0.14,0.0
2020-08-04,0,14.0,,0.14,0.0
2020-08-05,0,14.0,,0.14,0.0
2020-08-06,0,14.0,,0.14,0.0
2020-08-07,0,14.0,,0.14,0.0
2020-08-08,0,14.0,,0.14,0.0
2020-08-09,0,38.0,False,0.38,0.0
2020-08-10,0,38.0,,0.38,0.0
2020-08-11,70,38.0,,0.38,26.6
2020-08-12,0,38.0,,0.38,0.0
2020-08-13,0,38.0,,0.38,0.0
2020-08-14,0,38.0,,0.38,0.0
2020-08-15,0,38.0,,0.38,0.0
2020-08-16,0,37.0,False,0.37,0.0
2020-08-17,0,37.0,,0.37,0.0
2020-08-18,71,37.0,,0.37,26.27
2020-08-19,0,37.0,,0.37,0.0
2020-08-20,0,37.0,,0.37,0.0
2020-08-21,0,37.0,,0.37,0.0
2020-08-22,85,37.0,,0.37,31.45
2020-08-23,0,24.0,False,0.24,0.0
2020-08-24,0,24.0,,0.24,0.0
2020-08-25,0,24.0,,0.24,0.0
2020-08-26,0,24.0,,0.24,0.0
2020-08-27,0,24.0,,0.24,0.0
2020-08-28,83,24.0,,0.24,19.919999999999998
2020-08-29,0,24.0,,0.24,0.0
2020-08-30,0,26.0,False,0.26,0.0
2020-08-31,0,26.0,,0.26,0.0
2020-09-01,0,26.0,,0.26,0.0
2020-09-02,86,26.0,,0.26,22.36
2020-09-03,0,26.0,,0.26,0.0
2020-09-04,0,26.0,,0.26,0.0
2020-09-05,0,26.0,,0.26,0.0
2020-09-06,0,0.0,False,0.0,0.0
2020-09-07,0,0.0,,0.0,0.0
2020-09-08,0,0.0,,0.0,0.0
2020-09-09,0,0.0,,0.0,0.0
2020-09-10,0,0.0,,0.0,0.0
2020-09-11,0,0.0,,0.0,0.0
2020-09-12,0,0.0,,0.0,0.0
2020-09-13,0,0.0,False,0.0,0.0
2020-09-14,0,0.0,,0.0,0.0
2020-09-15,0,0.0,,0.0,0.0
2020-09-16,0,0.0,,0.0,0.0
2020-09-17,0,0.0,,0.0,0.0
2020-09-18,0,0.0,,0.0,0.0
2020-09-19,0,0.0,,0.0,0.0
2020-09-20,0,0.0,False,0.0,0.0
2020-09-21,0,0.0,,0.0,0.0
2020-09-22,0,0.0,,0.0,0.0
2020-09-23,0,0.0,,0.0,0.0
2020-09-24,0,0.0,,0.0,0.0
2020-09-25,0,0.0,,0.0,0.0
2020-09-26,0,0.0,,0.0,0.0
2020-09-27,100,16.0,False,0.16,16.0
2020-09-28,0,16.0,,0.16,0.0
2020-09-29,0,16.0,,0.16,0.0
2020-09-30,0,16.0,,0.16,0.0
2020-10-01,80,16.0,,0.16,12.8
2020-10-02,0,16.0,,0.16,0.0
2020-10-03,0,16.0,,0.16,0.0
2020-10-04,87,48.0,False,0.48,41.76
2020-10-05,0,48.0,,0.48,0.0
2020-10-06,0,48.0,,0.48,0.0
2020-10-07,0,48.0,,0.48,0.0
2020-10-08,0,48.0,,0.48,0.0
2020-10-09,0,48.0,,0.48,0.0
2020-10-10,0,48.0,,0.48,0.0
2020-10-11,0,17.0,False,0.17,0.0
2020-10-12,0,17.0,,0.17,0.0
2020-10-13,0,17.0,,0.17,0.0
2020-10-14,0,17.0,,0.17,0.0
2020-10-15,0,17.0,,0.17,0.0
2020-10-16,0,17.0,,0.17,0.0
2020-10-17,100,17.0,,0.17,17.0
2020-10-18,0,17.0,False,0.17,0.0
2020-10-19,0,17.0,,0.17,0.0
2020-10-20,0,17.0,,0.17,0.0
2020-10-21,0,17.0,,0.17,0.0
2020-10-22,0,17.0,,0.17,0.0
2020-10-23,0,17.0,,0.17,0.0
2020-10-24,0,17.0,,0.17,0.0
2020-10-25,0,18.0,False,0.18,0.0
2020-10-26,0,18.0,,0.18,0.0
2020-10-27,0,18.0,,0.18,0.0
2020-10-28,0,18.0,,0.18,0.0
2020-10-29,86,18.0,,0.18,15.479999999999999
2020-10-30,0,18.0,,0.18,0.0
2020-10-31,99,18.0,,0.18,17.82
2020-11-01,0,31.0,False,0.31,0.0
2020-11-02,0,31.0,,0.31,0.0
2020-11-03,0,31.0,,0.31,0.0
2020-11-04,0,31.0,,0.31,0.0
2020-11-05,0,31.0,,0.31,0.0
2020-11-06,0,31.0,,0.31,0.0
2020-11-07,0,31.0,,0.31,0.0
2020-11-08,0,17.0,False,0.17,0.0
2020-11-09,0,17.0,,0.17,0.0
2020-11-10,0,17.0,,0.17,0.0
2020-11-11,0,17.0,,0.17,0.0
2020-11-12,0,17.0,,0.17,0.0
2020-11-13,0,17.0,,0.17,0.0
2020-11-14,0,17.0,,0.17,0.0
2020-11-15,0,17.0,False,0.17,0.0
2020-11-16,0,17.0,,0.17,0.0
2020-11-17,0,17.0,,0.17,0.0
2020-11-18,96,17.0,,0.17,16.32
2020-11-19,100,17.0,,0.17,17.0
2020-11-20,0,17.0,,0.17,0.0
2020-11-21,0,17.0,,0.17,0.0
2020-11-22,0,17.0,False,0.17,0.0
2020-11-23,0,17.0,,0.17,0.0
2020-11-24,0,17.0,,0.17,0.0
2020-11-25,91,17.0,,0.17,15.47
2020-11-26,0,17.0,,0.17,0.0
2020-11-27,0,17.0,,0.17,0.0
2020-11-28,0,17.0,,0.17,0.0
2020-11-29,0,0.0,False,0.0,0.0
2020-11-30,0,0.0,,0.0,0.0
2020-12-01,0,0.0,,0.0,0.0
2020-12-02,0,0.0,,0.0,0.0
2020-12-03,0,0.0,,0.0,0.0
2020-12-04,0,0.0,,0.0,0.0
2020-12-05,0,0.0,,0.0,0.0
2020-12-06,0,35.0,False,0.35,0.0
2020-12-07,0,35.0,,0.35,0.0
2020-12-08,0,35.0,,0.35,0.0
2020-12-09,82,35.0,,0.35,28.7
2020-12-10,0,35.0,,0.35,0.0
2020-12-11,0,35.0,,0.35,0.0
2020-12-12,0,35.0,,0.35,0.0
2020-12-13,0,18.0,False,0.18,0.0
2020-12-14,0,18.0,,0.18,0.0
2020-12-15,0,18.0,,0.18,0.0
2020-12-16,0,18.0,,0.18,0.0
2020-12-17,0,18.0,,0.18,0.0
2020-12-18,0,18.0,,0.18,0.0
2020-12-19,100,18.0,,0.18,18.0
2020-12-20,0,0.0,False,0.0,0.0
2020-12-21,0,0.0,,0.0,0.0
2020-12-22,0,0.0,,0.0,0.0
2020-12-23,0,0.0,,0.0,0.0
2020-12-24,0,0.0,,0.0,0.0
2020-12-25,0,0.0,,0.0,0.0
2020-12-26,0,0.0,,0.0,0.0
2020-12-27,0,0.0,False,0.0,0.0
2020-12-28,0,0.0,,0.0,0.0
2020-12-29,0,0.0,,0.0,0.0
2020-12-30,0,0.0,,0.0,0.0
2020-12-31,0,0.0,,0.0,0.0
2021-01-01,0,0.0,,0.0,0.0
2021-01-02,0,0.0,,0.0,0.0
2021-01-03,0,18.0,False,0.18,0.0
2021-01-04,0,18.0,,0.18,0.0
2021-01-05,98,18.0,,0.18,17.64
2021-01-06,98,18.0,,0.18,17.64
2021-01-07,0,18.0,,0.18,0.0
2021-01-08,0,18.0,,0.18,0.0
2021-01-09,0,18.0,,0.18,0.0
2021-01-10,0,33.0,False,0.33,0.0
2021-01-11,0,33.0,,0.33,0.0
2021-01-12,0,33.0,,0.33,0.0
2021-01-13,0,33.0,,0.33,0.0
2021-01-14,0,33.0,,0.33,0.0
2021-01-15,100,33.0,,0.33,33.0
2021-01-16,0,33.0,,0.33,0.0
2021-01-17,0,0.0,False,0.0,0.0
2021-01-18,86,0.0,,0.0,0.0
2021-01-19,0,0.0,,0.0,0.0
2021-01-20,0,0.0,,0.0,0.0
2021-01-21,0,0.0,,0.0,0.0
2021-01-22,0,0.0,,0.0,0.0
2021-01-23,0,0.0,,0.0,0.0
2021-01-24,0,0.0,False,0.0,0.0
2021-01-25,0,0.0,,0.0,0.0
2021-01-26,0,0.0,,0.0,0.0
2021-01-27,0,0.0,,0.0,0.0
2021-01-28,0,0.0,,0.0,0.0
2021-01-29,0,0.0,,0.0,0.0
2021-01-30,0,0.0,,0.0,0.0
2021-01-31,0,17.0,False,0.17,0.0
